gene_id,transcript_id,length
PSMA7,NM_002792.4,6662
PSMA8,NM_001025097.2,59487
PSMB1,NM_002793.4,18188
PSMB10,NM_002801.4,2345
PSMB11,NM_001099780.2,1849
PSMB2,NM_002794.5,41986
PSMB3,NM_002795.4,11485
PSMB4,NM_002796.3,2365
PSMB5,NM_001130725.1,9370
PSMB6,NM_002798.3,2332
PSMB7,NM_002799.4,61978
PSMB8,NM_004159.5,3963
PSMB8-AS1,NR_037176.1,2415
PSMB9,NM_002800.5,5662
PSMC1,NM_002802.3,18877
PSMC2,NM_002803.4,21753
PSMC3,NM_002804.5,7665
PSMC3IP,NR_045669.1,5522
PSMC4,NM_153001.3,10600
PSMC5,NM_002805.6,4589
PSMC6,NM_002806.5,21391
PSMD1,NM_001191037.2,115961
PSMD10,NM_002814.4,7336
PSMD11,NM_002815.4,38810
PSMD12,NM_001316341.2,28662
PSMD13,NM_175932.3,16009
PSMD14,NM_005805.6,103293
PSMD14-DT,NR_110593.1,31386
PSMD2,NM_002808.5,9810
PSMD3,NM_002809.4,17153
PSMD4,NM_002810.4,12746
PSMD5,NM_005047.4,26870
PSMD6,NM_001271780.2,13457
PSMD6-AS1,NR_189168.1,4299
PSMD6-AS2,NR_038286.1,8222
PSMD7,NM_002811.5,9475
PSMD7-DT,NR_104657.1,23130
PSMD8,NM_002812.5,9254
PSMD9,NM_001261400.3,29508
PSME1,NM_001281529.2,2769
PSME2,XM_006720213.3,3246
PSME3,NM_005789.4,10364
PSME3IP1,XM_047434677.1,33651
PSME4,NM_014614.3,106925
PSMF1,NM_001323407.2,58984
PSMG1,XM_024452135.2,8746
PSMG2,NM_147163.2,67003
PSMG3,NM_032302.4,2701
PSMG3-AS1,NR_027328.1,19554
PSMG4,XM_047418768.1,13646
PSORS1C1,NM_014068.3,25319
PSORS1C2,NM_014069.3,1533
PSORS1C3,NR_152834.1,12594
PSPC1,XR_007063689.1,111741
PSPH,NM_001370518.1,40381
PSPN,NM_004158.5,786
PSRC1,NM_001350237.2,3590
PSTK,XM_017015641.3,9990
PSTPIP1,NM_001321137.1,42796
PSTPIP2,NM_024430.4,88725
PTAFR,NM_001164721.2,46691
PTAR1,NM_001366936.1,50487
PTBP1,NM_031991.4,14861
PTBP2,NM_001300990.2,101956
PTBP3,XM_047424271.1,162168
PTCD1,NM_015545.4,22060
PTCD2,NM_001284403.2,48023
PTCD3,NM_017952.6,35923
PTCH1,NM_001083602.3,73992
PTCH2,NM_001166292.2,23409
PTCHD1,XM_011545449.4,69979
PTCHD1-AS,NR_073010.2,1100142
PTCHD3,NM_001034842.5,17227
PTCHD4,XM_047418830.1,254525
PTCRA,NM_001243170.2,9786
PTCSC1,NR_146773.1,2809
PTCSC2,NR_147055.1,153456
PTCSC3,NR_049735.3,41833
PTDSS1,NM_001290225.2,75094
PTDSS2,NM_001329548.2,43132
PTEN,NM_001304718.2,108306
PTENP1,NR_023917.1,3917
PTENP1-AS,NR_103745.2,10744
PTER,XR_007062018.1,82011
PTF1A,NM_178161.3,1934
PTGDR,XM_005267891.5,13217
PTGDR2,NM_004778.3,5018
PTGDS,NM_000954.6,4239
PTGER1,NM_000955.3,2889
PTGER2,NM_000956.4,14287
PTGER3,NM_198714.2,195459
PTGER4,XM_017009659.3,66886
PTGER4P2-CDK2AP2P2,NR_024496.1,8762
PTGES,NM_004878.5,14694
PTGES2,NM_198938.3,7748
PTGES2-AS1,NR_024425.1,2106
PTGES3,XM_005268576.6,24936
PTGES3L,NM_001261430.2,11978
PTGES3L-AARSD1,NM_001136042.2,30003
PTGFR,NM_000959.4,49728
PTGFRN,NM_020440.4,80438
PTGIR,XR_243945.4,14403
PTGIS,NM_000961.4,64264
PTGR1,NM_001146109.2,49926
PTGR2,NM_001371327.1,33896
PTGR3,NM_175907.6,14027
PTGS1,NM_001271166.2,25171
PTGS2,NM_000963.4,8633
PTH,NM_001316352.2,4128
PTH1R,XM_011533968.3,26079
PTH2,NM_178449.4,1023
PTH2R,NM_001371907.1,134815
PTHLH,XM_047429179.1,14650
PTK2,NM_001352699.2,344180
PTK2B,XM_047421552.1,148886
PTK6,NM_005975.4,9376
PTK7,NM_152881.4,85402
PTMA,NM_002823.5,5027
PTMAP11,NR_028350.1,1381
PTMS,NM_002824.6,4590
PTN,NM_002825.7,116393
PTOV1,NM_001305108.2,10038
PTOV1-AS1,NR_040037.1,13032
PTOV1-AS2,NR_110730.1,2825
PTP4A1,NM_001385254.1,67149
PTP4A2,NM_080391.4,31948
PTP4A3,XM_054328798.1,46338
PTPA,XM_011518838.3,37997
PTPDC1,NM_001253830.2,79041
PTPMT1,NM_175732.3,7863
PTPN1,NM_001278618.2,74859
PTPN11,NM_001374625.1,90972
PTPN12,XM_006716073.5,102775
PTPN13,XM_047416048.1,220847
PTPN14,XM_047426370.1,202903
PTPN18,XM_006712416.5,19350
PTPN2,NM_001207013.2,98760
PTPN20,NM_001352544.2,90895
PTPN21,NM_007039.4,89230
PTPN22,XM_011541222.2,57949
PTPN23,NM_001304482.2,32415
PTPN23-DT,NR_185912.1,2401
PTPN3,XM_011518888.3,162721
PTPN4,NM_002830.4,224978
PTPN5,XM_017018434.3,64794
PTPN6,XM_047429231.1,14740
PTPN7,XM_011509819.2,14576
PTPN9,NM_002833.4,116065
PTPRA,NM_002836.4,174486
PTPRB,NM_001109754.4,121560
PTPRC,XM_047426415.1,118764
PTPRCAP,NM_005608.3,2173
PTPRD,NM_002839.4,2298757
PTPRD-AS1,NR_121600.1,3710
PTPRD-DT,NR_110696.1,7215
PTPRE,NM_001323356.2,178753
PTPRF,XM_011541873.3,101616
PTPRG,NM_001375471.1,736039
PTPRG-AS1,NR_038282.1,57129
PTPRH,XM_011527183.2,28255
PTPRJ,XM_017018085.2,190281
PTPRK,NM_001291981.2,555951
PTPRK-AS1,NR_125849.1,58429
PTPRM,NM_002845.4,839541
PTPRN,NM_002846.4,19779
PTPRN2,NM_002847.5,1048768
PTPRN2-AS1,NR_038966.1,11508
PTPRO,NM_002848.4,275824
PTPRQ,NM_001145026.2,236039
PTPRR,NM_002849.4,282660
PTPRS,NM_002850.4,135305
PTPRS-AS1,NR_186338.1,719
PTPRT,XM_047439848.1,1158017
PTPRT-AS1,NR_149017.1,2750
PTPRT-DT,NR_186413.1,12535
PTPRU,NM_001195001.2,90279
PTPRVP,NR_002930.2,21399
PTPRZ1,NM_001206839.2,188876
PTRH1,XM_047422774.1,21527
PTRH2,NM_001015509.3,10123
PTRHD1,NM_001013663.2,3664
PTS,NM_000317.3,7546
PTTG1,NM_004219.4,6885
PTTG1IP,NM_004339.4,24093
PTTG1IP2,NM_001365443.2,43759
PTTG2,NM_006607.3,731
PTTG3P,NR_002734.2,706
PTX3,NM_002852.4,6784
PTX4,NM_001328608.2,3059
PUDP,XR_007068202.1,442316
PUF60,XM_017013234.2,12972
PUM1,NM_001020658.2,134212
PUM2,XM_047443815.1,103563
PUM3,NM_014878.5,39944
PURA,NM_005859.5,11511
PURB,NM_033224.5,9232
PURG,NM_001015508.3,37555
PURPL,NR_038848.1,24110
PUS1,NM_001002020.3,16621
PUS1-AS1,XR_001749414.2,3844
PUS10,XM_011532568.4,78033
PUS3,NM_031307.4,9722
PUS7,XM_005250462.5,65771
PUS7L,NM_001098615.2,39799
PUSL1,XM_024453057.2,3081
PVALB,NM_002854.3,18797
PVALEF,NM_001354639.2,17660
PVR,NM_001135769.3,22253
PVRIG,NM_024070.3,2241
PVRIG2P,NR_103728.1,1619
PVT1,NR_186139.1,306733
PWAR1,NR_022009.1,2412
PWAR4,NR_022010.1,342
PWAR5,NR_022008.1,3373
PWAR6,NR_146168.1,4618
PWARSN,NR_022011.1,1797
PWP1,NM_007062.3,27364
PWP2,NM_005049.3,23783
PWRN1,XR_007069211.1,216676
PWRN2,NR_152824.1,5174
PWRN3,NR_130780.1,6841
PWRN4,NR_126392.1,113008
PWWP2A,XM_011534424.4,75135
PWWP2B,NM_001098637.2,20660
PWWP3A,NM_001369794.1,23471
PWWP3B,XM_011530857.2,40652
PWWP4,NM_001395996.1,12994
PXDC1,NM_183373.4,29095
PXDN,XM_011510396.2,113015
PXDNL,XM_047421367.1,489869
PXK,NM_001349532.2,93236
PXMP2,NM_018663.3,17399
PXMP4,NM_007238.5,17553
PXN,NM_001410986.1,55284
PXN-AS1,NR_038924.1,11538
PXT1,NM_152990.4,52304
PXYLP1,NM_001037172.3,63100
PYCARD,NM_013258.5,1275
PYCARD-AS1,NR_102400.1,1568
PYCR1,NM_006907.4,4910
PYCR2,NM_013328.4,4373
PYCR3,NM_023078.6,6366
PYDC1,NM_152901.4,1174
PYDC2,NM_001083308.1,294
PYDC2-AS1,NR_120606.1,164833
PYDC5,NM_001320010.2,2781
PYGB,NM_002862.4,49928
PYGL,NM_002863.5,39267
PYGM,NM_001164716.1,14327
PYGO1,NM_015617.3,50088
PYGO2,NM_138300.4,4757
PYGO2-AS1,NR_171036.1,1086
PYHIN1,XM_011509243.3,59319
PYM1,NM_032345.3,26482
PYROXD1,NM_001350913.2,33596
PYROXD2,XM_047425881.1,31615
PYURF,NM_032906.5,2779
PYY,NM_004160.6,51713
PYY2,NR_003064.2,1498
PZP,XM_017019763.2,71924
QARS1,NM_005051.3,8826
QDPR,NM_000320.3,25696
QKI,XM_011536260.3,163875
QKILA,NR_187398.1,5119
QNG1,NM_001317997.2,18676
QPCT,NM_012413.4,28693
QPCTL,NM_001163377.2,11322
QPRT,NM_001318249.1,19692
QRFP,NM_198180.3,4106
QRFPR,NM_198179.3,52377
QRICH1,NM_001320585.1,64667
QRICH2,XM_047436911.1,36916
QRSL1,NM_018292.5,38840
QSER1,NM_001416038.1,87460
QSOX1,NM_002826.5,49162
QSOX2,NM_181701.4,39480
QTRT1,NM_031209.3,11927
QTRT2,NM_001256836.2,31686
R3HCC1,NR_125897.1,8188
R3HCC1L,NM_001351016.2,110241
R3HDM1,NM_001282799.2,193786
R3HDM2,XM_047428528.1,177378
R3HDM2-DT,NR_185976.1,2820
R3HDM4,NM_138774.4,16717
R3HDML,NM_178491.4,14196
R3HDML-AS1,NR_184036.1,7691
RAB10,XM_047443004.1,104170
RAB11A,NM_001206836.2,22499
RAB11B,NM_004218.4,14075
RAB11B-AS1,NR_038237.1,16316
RAB11FIP1,NM_001002814.3,40880
RAB11FIP2,NM_001330167.2,42026
RAB11FIP3,NM_014700.4,100885
RAB11FIP4,NM_032932.6,146537
RAB11FIP5,NM_001371272.1,39567
RAB12,NM_001025300.3,29947
RAB13,XM_017001959.2,9059
RAB14,NM_016322.4,23737
RAB15,NM_001330182.2,26521
RAB17,XM_047445412.1,16409
RAB17-DT,NR_187201.1,4826
RAB18,NM_001256412.2,37936
RAB19,XM_047420375.1,23917
RAB1A,NM_004161.5,43253
RAB1B,NM_030981.3,8854
RAB20,NM_017817.3,38657
RAB21,NM_014999.4,45424
RAB22A,NM_020673.3,57793
RAB23,NM_016277.5,35316
RAB24,NM_001031677.4,2522
RAB25,NM_020387.4,9345
RAB26,NM_001308053.1,6022
RAB27A,XM_047432919.1,86848
RAB27B,XM_047437726.1,177660
RAB28,NM_001159601.2,116617
RAB29,NM_001135663.2,7497
RAB2A,NM_001242644.1,106735
RAB2B,NM_032846.4,17940
RAB30,NM_014488.5,98765
RAB30-DT,NR_038903.1,1647
RAB31,NM_006868.4,154251
RAB32,NM_006834.5,11121
RAB33A,XM_017029963.3,74248
RAB33B,XM_011532299.2,38234
RAB33B-AS1,NR_159964.1,2367
RAB34,XM_047436877.1,4148
RAB35,NM_006861.7,21655
RAB35-AS1,NR_182302.1,2097
RAB36,XM_011530546.3,23957
RAB37,NM_175738.5,76205
RAB38,XM_017017456.3,371729
RAB39A,NM_017516.3,35035
RAB39B,NM_171998.4,6257
RAB3A,NM_002866.5,7259
RAB3B,NM_002867.4,82745
RAB3C,NM_001317915.2,277243
RAB3D,NM_004283.4,17590
RAB3GAP1,XR_001738674.3,124105
RAB3GAP2,NM_012414.4,124161
RAB3IL1,XM_011545197.3,47937
RAB3IP,XM_006719226.4,84941
RAB40A,NM_080879.3,20360
RAB40AL,NM_001031834.1,1029
RAB40B,NM_006822.3,43726
RAB40C,NM_001172663.2,39912
RAB41,NM_001032726.3,2831
RAB42,NM_001385188.1,4402
RAB43,NM_001204883.2,34579
RAB44,XM_024446437.2,35359
RAB4A,NM_001271998.2,34784
RAB4A-AS1,NR_149312.1,14263
RAB4B,NM_016154.5,18696
RAB4B-EGLN2,NR_037791.1,30223
RAB5A,NM_001292048.2,38079
RAB5B,NM_001252036.2,22735
RAB5C,NM_201434.3,30011
RAB5C-AS1,NR_187281.1,2524
RAB5IF,NM_199483.3,6779
RAB6A,NM_002869.5,85437
RAB6B,NM_016577.4,71648
RAB6C,NM_032144.3,3073
RAB6C-AS1,NR_036537.1,13881
RAB6D,NM_001077637.3,3677
RAB7A,NM_004637.6,88616
RAB7B,NM_001164522.3,26656
RAB8A,NM_005370.5,22346
RAB8B,NM_016530.3,78171
RAB9A,NM_001195328.2,21377
RAB9B,NR_146560.2,55934
RAB9BP1,NR_000039.2,625
RABAC1,NM_006423.3,2639
RABEP1,NM_001291581.2,104057
RABEP2,NM_024816.3,20818
RABEPK,NM_001174153.2,33620
RABGAP1,XM_017014569.2,173196
RABGAP1L,XM_047436039.1,835789
RABGAP1L-AS1,NR_121196.1,19315
RABGAP1L-DT,NR_121197.1,37650
RABGEF1,NM_001367722.1,156898
RABGEF1P1,NR_111973.1,62103
RABGGTA,NM_004581.5,6090
RABGGTB,NR_073562.1,8897
RABIF,NM_002871.5,10868
RABL2A,NM_001354426.2,16127
RABL2B,XM_017028544.2,16131
RABL3,NM_173825.5,57579
RABL6,NM_024718.5,33240
RAC1,NM_006908.5,29441
RAC2,NM_002872.5,19000
RAC3,NM_005052.3,2527
RACGAP1,XM_024448958.2,44279
RACGAP1P1,NR_026583.1,2794
RACK1,NM_006098.5,7010
RAD1,NM_002853.4,10245
RAD17,XM_054329535.1,45736
RAD18,NM_020165.4,86398
RAD21,NM_006265.3,28843
RAD21-AS1,NR_033886.1,2445
RAD21L1,NM_001384357.1,29833
RAD23A,NM_001270362.2,7781
RAD23B,NM_002874.5,48911
RAD50,NM_005732.4,89373
RAD51,XM_011521861.3,37608
RAD51-AS1,NR_040058.1,1372
RAD51AP1,NM_001410959.1,21158
RAD51AP2,XM_024453116.2,27281
RAD51B,NM_001321818.2,863318
RAD51C,XM_006722004.4,43039
RAD51D,NM_002878.4,27640
RAD51L3-RFFL,NR_037714.1,112411
RAD52,XM_005253720.6,79387
RAD54B,NM_012415.3,103156
RAD54L,NM_001370766.1,30786
RAD54L2,NM_001387869.1,129942
RAD9A,XM_047427383.1,6427
RAD9B,NM_001368056.1,31226
RADIL,NM_018059.5,86662
RADX,NM_001184782.2,67462
RAE1,XM_005260582.3,27948
RAET1E,NM_001394057.1,14935
RAET1E-AS1,NR_045126.1,56011
RAET1E-LRP11,NR_182438.1,77374
RAET1G,XM_017010831.3,6244
RAET1K,NR_024045.2,7186
RAET1L,NM_130900.3,7199
RAF1,XM_011533974.3,80517
RAG1,NM_001377280.1,69410
RAG2,XM_047427385.1,7241
RAI1,XM_047435153.1,129996
RAI1-AS1,NR_130894.1,7149
RAI14,NM_001145522.2,176285
RAI14-DT,NR_183264.1,7065
RAI2,XM_006724459.3,61250
RALA,NM_005402.4,84549
RALB,XM_047445359.1,54641
RALBP1,XM_047437278.1,63106
RALGAPA1,XM_006720101.4,270940
RALGAPA1P1,NR_104269.1,7496
RALGAPA2,XM_006723599.2,323115
RALGAPB,NM_001282917.2,106016
RALGDS,NM_001042368.3,51489
RALGPS1,NM_014636.3,308385
RALGPS2,XM_047423766.1,196597
RALGPS2-AS1,NR_187252.1,3276
RALY,XM_047440016.1,90974
RALY-AS1,NR_109885.1,1880
RALYL,XM_024447066.2,739058
RAMAC,NM_031452.4,4848
RAMACL,NM_001395999.1,3670
RAMP1,XM_017003153.3,53227
RAMP2,NM_005854.3,1815
RAMP2-AS1,NR_024461.1,7344
RAMP3,NM_005856.3,26460
RAN,NM_001300796.2,5613
RANBP1,NM_001278639.2,11252
RANBP10,NM_001320240.2,83491
RANBP17,XM_017009740.2,437998
RANBP2,XM_047445367.1,1122820
RANBP3,XM_047439573.1,62002
RANBP3-DT,NR_046376.1,41961
RANBP3L,NM_001161429.3,54990
RANBP6,NM_012416.4,4600
RANBP9,NM_005493.3,90338
RANGAP1,NM_001317930.2,57591
RANGRF,NM_001330127.2,1418
RAP1A,NM_001370216.2,174683
RAP1B,NM_001251918.2,61003
RAP1GAP,NM_001388208.1,73137
RAP1GAP2,XM_011523739.3,282097
RAP1GDS1,XM_024454166.2,182475
RAP2A,NM_021033.7,34960
RAP2B,NM_002886.4,8402
RAP2C,XM_047442290.1,16423
RAP2C-AS1,NR_110410.1,214305
RAPGEF1,XM_011518572.3,163302
RAPGEF2,NM_001394067.2,257095
RAPGEF3,XM_011537752.3,24518
RAPGEF4,XM_006712205.4,317576
RAPGEF4-AS1,NR_026995.1,13018
RAPGEF5,NM_012294.5,238919
RAPGEF6,NM_001164387.2,211309
RAPGEFL1,NM_001303533.2,18641
RAPH1,XM_011511646.4,101620
RAPSN,XM_011520252.1,11373
RARA,NM_000964.4,48464
RARA-AS1,NR_110861.1,2270
RARB,NM_001290216.3,768612
RARB-AS1,NR_134933.1,1823
RARG,NM_000966.6,21641
RARRES1,NM_206963.2,35566
RARRES2,NM_002889.4,3301
RARS1,NM_002887.4,32831
RARS2,XM_017011073.2,76050
RASA1,NM_002890.3,124034
RASA2,NM_006506.5,128318
RASA2-IT1,NR_046792.1,989
RASA3,XM_047430155.1,154841
RASA3-IT1,NR_046544.1,3466
RASA4,NM_001079877.2,37113
RASA4B,NM_001367767.2,37802
RASA4CP,NR_024116.2,11737
RASA4DP,NR_146066.1,69987
RASAL1,XM_047429676.1,37479
RASAL2,NM_170692.4,384747
RASAL2-AS1,NR_027982.1,2486
RASAL3,NM_022904.3,12921
RASD1,NM_016084.5,1959
RASD2,NM_001376515.1,21194
RASEF,XM_047422827.1,239635
RASGEF1A,NM_145313.4,72531
RASGEF1B,NM_152545.3,45515
RASGEF1C,NM_175062.4,108417
RASGRF1,NM_002891.6,130875
RASGRF2,NM_006909.3,269800
RASGRF2-AS1,NR_105015.1,13215
RASGRP1,NM_005739.4,76712
RASGRP2,NM_153819.1,18546
RASGRP3,XM_011532746.4,128384
RASGRP3-AS1,NR_146505.1,14386
RASGRP4,NM_170604.3,17162
RASIP1,NM_017805.3,20026
RASL10A,XM_011529823.2,6927
RASL10B,NM_033315.4,11883
RASL11A,NM_206827.2,4363
RASL11B,NM_023940.3,4519
RASL12,NM_001379429.1,23331
RASSF1,NM_170714.2,11049
RASSF1-AS1,NR_109831.1,790
RASSF10,NM_001080521.3,2804
RASSF10-DT,NR_187418.1,17616
RASSF2,XM_017028152.2,43586
RASSF3,XM_047428711.1,190374
RASSF3-DT,NR_187549.1,10389
RASSF4,NM_032023.4,36090
RASSF5,NM_182664.4,81918
RASSF6,NM_001270392.1,49082
RASSF7,NM_001143993.2,3056
RASSF8,NM_007211.5,121208
RASSF8-AS1,NR_038228.1,4789
RASSF9,NM_005447.4,35707
RAVER1,NM_133452.3,17318
RAVER2,NM_018211.4,88158
RAX,NM_013435.3,6417
RAX2,NM_001319074.4,3140
RB1,NM_000321.3,178140
RB1-DT,NR_046414.2,7190
RB1CC1,XM_017014104.2,91978
RBAK,NM_001204456.2,23628
RBAK-RBAKDN,NM_001204513.3,27362
RBAKDN,NR_015343.2,1164
RBBP4,NM_001135255.2,35004
RBBP5,XM_047426894.1,35837
RBBP6,NM_018703.4,33298
RBBP7,XM_047442292.1,26022
RBBP8,XM_006722520.3,112348
RBBP8NL,NM_080833.3,17303
RBBP9,NM_006606.3,10686
RBCK1,NM_001323958.2,23841
RBFA,NM_001171967.2,16218
RBFADN,NR_103445.2,14049
RBFOX1,NM_001415888.1,2473620
RBFOX2,XM_006724185.3,290089
RBFOX3,XM_024450593.2,573625
RBIS,NM_001099670.3,6327
RBKS,NM_001287580.2,109009
RBL1,NM_001323282.2,99649
RBL2,NM_001323610.2,57178
RBM10,XM_047442555.1,41593
RBM11,XM_047440851.1,12216
RBM12,NM_006047.6,15976
RBM12B,XM_047421771.1,12855
RBM12B-AS1,NR_027259.1,709
RBM12B-DT,NR_183450.1,3452
RBM14,NM_001198837.2,13305
RBM14-RBM4,NM_001198846.2,29839
RBM15,NM_001201545.2,7301
RBM15-AS1,NR_036595.1,52797
RBM15B,NM_013286.5,6624
RBM17,NM_032905.5,28414
RBM18,NM_033117.4,27219
RBM19,NM_001146699.2,149586
RBM20,XM_017016103.3,196224
RBM22,NM_018047.3,10271
RBM23,NM_001352765.2,25946
RBM24,XM_011514387.3,12511
RBM25,NM_021239.3,65366
RBM25-AS1,NR_184255.1,2624
RBM26,XM_005266497.3,94429
RBM26-AS1,NR_038991.1,18028
RBM27,NM_018989.2,85619
RBM28,NM_018077.3,46224
RBM3,NM_006743.5,6679
RBM33,NM_053043.3,136820
RBM33-DT,NR_126344.1,2491
RBM34,NM_015014.4,30068
RBM38,NM_183425.3,17938
RBM38-AS1,NR_149006.1,8897
RBM39,NM_001323423.2,40914
RBM4,NM_001198844.2,29678
RBM41,NM_001394122.1,66721
RBM42,NM_001319113.2,8650
RBM43,NM_198557.3,13924
RBM44,XM_005246075.2,44027
RBM45,XM_047443324.1,26575
RBM46,XM_011531695.4,47542
RBM47,XM_047415798.1,207573
RBM48,NM_032120.4,11687
RBM4B,XM_017018402.3,12890
RBM5,XM_017005504.3,30103
RBM5-AS1,NR_045388.1,1386
RBM6,NM_001167582.2,137100
RBM7,NM_001286048.2,9942
RBM8A,NM_005105.5,5929
RBMS1,NM_016836.4,221657
RBMS2,XM_024449115.2,75196
RBMS3,XM_017006181.2,729325
RBMS3-AS1,NR_046556.1,7346
RBMS3-AS2,NR_174948.1,26681
RBMS3-AS3,NR_109804.1,16746
RBMX,NM_001164803.2,11534
RBMX2,NM_016024.4,11670
RBMXL1,NM_001162536.3,13174
RBMXL2,NM_014469.5,2151
RBMXL3,NM_001145346.2,3459
RBMY1A1,XM_011531437.3,24805
RBMY1A3P,NR_001547.1,5814
RBMY1B,XM_017030056.2,15879
RBMY1D,XM_011531487.4,26096
RBMY1E,XM_011531494.4,15856
RBMY1F,NM_001382382.1,20039
RBMY1J,XM_047442739.1,21461
RBMY2EP,NR_001574.2,6415
RBMY2FP,NR_002193.2,7347
RBMY3AP,NR_001573.2,4433
RBP1,NM_002899.5,22305
RBP2,NM_004164.3,23633
RBP3,NM_002900.3,9519
RBP4,NM_001323518.2,10051
RBP5,XR_007063133.1,14270
RBP7,NM_052960.3,18794
RBPJ,XM_047415656.1,329683
RBPJL,XM_011528522.3,10985
RBPMS,XM_017012987.3,187716
RBPMS-AS1,NR_046205.1,3283
RBPMS2,NM_194272.3,35699
RBSN,XM_047448706.1,29076
RBX1,NM_014248.4,21932
RC3H1,XM_047447089.1,91274
RC3H1-DT,NR_187284.1,708
RC3H2,NM_001100588.3,60804
RCAN1,NM_004414.7,98672
RCAN2,NM_001251973.2,271235
RCAN2-DT,NR_125837.1,41435
RCAN3,NM_001251984.2,38697
RCAN3AS,NR_045408.2,6129
RCBTB1,NM_001352500.2,53613
RCBTB2,NM_001352429.2,46933
RCC1,NM_001381866.2,32947
RCC1L,NM_148842.3,46684
RCC2,NM_018715.4,32918
RCC2-AS1,NR_170323.1,622
RCCD1,NM_001017919.2,8242
RCCD1-AS1,NR_170325.1,2256
RCE1,NM_001032279.2,3112
RCHY1,XM_047450036.1,35683
RCL1,NM_001286699.2,68123
RCN1,NM_002901.4,14649
RCN2,NM_002902.3,22645
RCN3,NM_020650.3,15631
RCOR1,NM_015156.4,137913
RCOR2,XM_047426828.1,16533
RCOR3,XM_047425032.1,57020
RCSD1,NM_001322924.2,78465
RCVRN,NM_002903.3,8952
RD3,NM_183059.3,15641
RD3L,NM_001257268.2,2104
RDH10,NM_172037.5,30680
RDH10-AS1,NR_125388.1,45556
RDH11,NM_016026.4,18965
RDH12,NM_152443.3,32566
RDH13,XM_054329652.1,25460
RDH14,NM_020905.4,5931
RDH16,NM_003708.5,6178
RDH5,NM_002905.5,4313
RDH8,NM_015725.4,8797
RDM1,NM_145654.4,12694
RDM1P5,NR_174975.1,34940
RDUR,NR_026934.1,57068
RDX,NM_001260493.2,121693
REC114,NM_001348772.2,116850
REC8,XM_024449794.2,8844
RECK,NM_021111.3,87543
RECQL,NM_002907.4,32726
RECQL4,NM_001413023.1,6546
RECQL5,XM_047437085.1,40301
REDIC1,NR_135051.2,282118
REELD1,NM_001371071.1,17730
REEP1,NM_001164730.2,124091
REEP2,NM_016606.4,7909
REEP3,NM_001001330.3,103728
REEP4,NM_025232.4,3888
REEP5,NM_005669.5,45843
REEP6,NM_138393.4,6747
REG1A,NM_002909.5,2922
REG1B,NM_006507.4,2971
REG1CP,NR_002714.1,2925
REG3A,NM_138938.3,2748
REG3G,XM_024452694.2,2800
REG4,NM_001159352.2,17444
REL,XM_017004627.3,50039
REL-DT,NR_033980.1,33555
RELA,NM_001404662.1,10257
RELA-DT,NR_183625.1,8713
RELB,NM_001411087.1,36729
RELCH,NM_001346233.2,122995
RELL1,XR_007057956.1,100073
RELL2,NM_001130029.2,4068
RELN,NM_005045.4,517870
RELT,NM_001425251.1,21076
REM1,XM_017027833.2,9608
REM2,XM_047431045.1,4457
REN,NM_000537.4,11519
RENBP,XM_017029698.2,9375
RENO1,NR_186478.1,6813
REP15,NM_001029874.3,1150
REPIN1,NM_001388050.1,5944
REPIN1-AS1,NR_183428.1,10286
REPS1,NM_001286611.2,84761
REPS2,XM_017029956.3,249998
RER1,NM_007033.5,13596
RERE,NM_012102.4,465237
RERE-AS1,NR_125999.1,10372
REREP1Y,XR_938667.3,41502
REREP2Y,XR_938673.3,41507
REREP3,NR_033735.1,24267
RERG,NM_032918.3,113635
RERG-AS1,NR_046559.1,3361
RERG-IT1,NR_046560.1,2259
RERGL,NM_024730.4,9325
RESF1,XM_005253405.4,33693
RESP18,XM_047444273.1,9250
REST,XM_017008527.2,27945
RET,NM_001406793.1,53283
RETN,NM_001193374.2,1407
RETNLB,NM_032579.3,1773
RETREG1,XM_011514053.4,143945
RETREG1-AS1,NR_109946.1,14044
RETREG2,NM_001321109.2,7201
RETREG3,XM_047435503.1,29920
RETSAT,NM_017750.4,12574
REV1,XM_017004311.2,89726
REV3L,NM_001286431.2,184679
REX1BD,NM_001100419.2,3540
REXO1,XM_011528144.2,33236
REXO1L2P,NR_003594.1,1078
REXO2,NM_015523.4,10813
REXO4,NM_001279351.1,12115
REXO5,XM_011545963.3,43241
REXO6P,NR_026679.1,37110
RFC1,NM_001204747.2,78907
RFC2,NM_001278791.2,22898
RFC3,XM_011535175.3,159229
RFC4,NM_002916.5,16583
RFC5,XR_007063112.1,24746
RFESD,NM_001375394.1,11306
RFFL,NR_037713.2,83237
RFK,NM_018339.6,8901
RFLNA,NM_181709.5,26861
RFLNB,NM_182705.3,13071
RFNG,NM_002917.2,3910
RFPL1,NM_001393612.1,54547
RFPL1S,NR_002727.2,5115
RFPL2,NM_001364986.3,14636
RFPL3,NM_006604.2,6277
RFPL3S,NR_104232.1,11359
RFPL4A,XM_011526915.4,6128
RFPL4AL1,NM_001277397.2,4303
RFPL4B,NM_001013734.3,3965
RFT1,XM_011534214.3,63583
RFTN1,XM_005264985.2,197855
RFTN2,XM_011510595.4,107364
RFWD3,NM_001370540.1,45479
RFX1,XM_054332705.1,45985
RFX2,XM_047439196.1,117337
RFX3,XM_047423687.1,307705
RFX3-DT,NR_121586.1,23671
RFX4,NM_213594.3,179800
RFX5,XM_047426951.1,6613
