gene_id,transcript_id,length
POU3F1,NM_002699.4,2965
POU3F2,NM_005604.4,4885
POU3F3,NM_006236.3,4460
POU3F4,NM_000307.5,3838
POU4F1,NM_006237.4,5191
POU4F2,NM_004575.3,3582
POU4F3,NM_002700.3,2890
POU5F1,NM_002701.6,6346
POU5F1B,NM_001395745.1,3778
POU5F1P3,NR_036440.1,1084
POU5F1P4,NR_034180.1,1083
POU5F1P5,NR_131184.1,937
POU5F1_1,NM_002701.6_1,6364
POU5F1_2,NM_002701.6_2,6364
POU5F1_3,NM_002701.6_3,6365
POU5F1_4,NM_002701.6_4,6365
POU5F1_5,NM_002701.6_5,6363
POU5F1_6,NM_002701.6_6,6362
POU5F2,NM_153216.2,8381
POU6F1,NR_160430.1,31127
POU6F2,NM_007252.4,490693
POU6F2-AS1,NR_046711.1,1749
POU6F2-AS2,NR_138047.1,33673
PP12613,NR_024365.1,2224
PP2D1,NR_027694.2,32304
PPA1,NM_021129.4,30595
PPA2,NM_176867.3,104994
PPAN,NM_001346141.1,5781
PPAN-P2RY11,NM_001198690.2,9011
PPARA,XM_047441420.1,93231
PPARD,XM_047418925.1,85621
PPARG,NM_001354666.3,146977
PPARGC1A,NR_148982.2,680885
PPARGC1B,XM_011537553.3,127650
PPAT,NR_156493.2,42254
PPBP,NM_002704.3,1752
PPBPP2,NR_026769.1,1362
PPCDC,NR_125369.2,27137
PPCS,NM_001287511.2,16875
PPDPF,NM_024299.4,1442
PPDPFL,NM_001256596.1,21748
PPEF1,XM_047442194.1,152851
PPEF1-AS1,NR_046642.1,4045
PPEF2,NM_006239.3,42586
PPFIA1,NR_045286.3,113707
PPFIA1_1,NR_045286.3_1,119174
PPFIA2,XM_024449242.2,501376
PPFIA2-AS1,NR_120491.1,33234
PPFIA3,XR_007067023.1,31483
PPFIA4,NM_001304331.2,52246
PPFIBP1,XM_017020056.3,171359
PPFIBP2,XM_011520415.4,153306
PPHLN1,NM_001364826.2,122455
PPIA,NM_001300981.2,6437
PPIAL4A,NM_001143883.4,760
PPIAL4A_1,NM_001143883.4_1,760
PPIAL4C,NM_001135789.5,760
PPIAL4D,NM_001164261.2,760
PPIAL4E,NM_001144032.3,760
PPIAL4F,NM_001164262.3,760
PPIAL4F_1,NM_001164262.3_1,760
PPIAL4G,NM_001123068.3,755
PPIAL4H,NM_001368128.3,760
PPIAP30,NR_036506.1,626
PPIAP40,XM_047428002.1,1189
PPIAP46,NR_045207.1,490
PPIAP46_1,NR_045207.1_1,490
PPIAP59,XM_047439804.1,751
PPIAP60,XM_047446546.1,20169
PPIB,NM_000942.5,7206
PPIC,NM_000943.5,13476
PPIC-AS1,XR_001742868.2,20849
PPID,NM_005038.3,14270
PPIE,XM_047430138.1,25033
PPIEL,NR_003929.2,37419
PPIF,XM_005269379.3,7866
PPIG,XM_005246967.2,57056
PPIH,XR_946525.1,23232
PPIL1,NM_016059.5,19975
PPIL2,NM_148175.3,34004
PPIL3,XM_005246652.6,18385
PPIL4,NM_139126.4,41549
PPIL6,NR_104429.1,50957
PPIP5K1,XM_047433387.1,56779
PPIP5K1P1-CATSPER2,NR_146339.1,59470
PPIP5K2,NM_001281471.3,92499
PPL,NM_002705.5,54642
PPM1A,XM_047431505.1,53338
PPM1B,XM_011532936.4,78054
PPM1B-DT,XR_940034.3,7609
PPM1D,XR_934577.3,66088
PPM1E,NM_014906.5,229326
PPM1F,NM_001410836.1,33424
PPM1F-AS1,NR_147620.1,5198
PPM1G,NM_177983.3,28393
PPM1H,NM_020700.2,291157
PPM1J,NM_005167.7,5335
PPM1J-DT,XR_947713.4,2186
PPM1K,NM_152542.5,26942
PPM1K-DT,NR_134238.1,56728
PPM1L,NM_139245.4,322672
PPM1L-DT,NR_185913.1,4667
PPM1M,XM_005264879.3,4841
PPM1N,NM_001080401.2,4071
PPME1,NM_001271593.2,83415
PPOX,XM_047423581.1,12286
PPP1CA,NM_206873.2,3676
PPP1CB,NM_206876.2,51337
PPP1CB-DT,XR_007086259.1,29489
PPP1CC,XR_007063094.1,34516
PPP1R10,NR_072994.2,16831
PPP1R10_1,XM_054329833.1,18220
PPP1R10_2,XM_054330317.1,18220
PPP1R10_3,XM_054330614.1,18213
PPP1R10_4,XM_054330834.1,18221
PPP1R10_5,XM_054331094.1,18219
PPP1R10_6,XM_054331365.1,18220
PPP1R11,XM_047419279.1,9069
PPP1R11_1,XM_054328506.1,3475
PPP1R11_2,XM_054329860.1,3475
PPP1R11_3,XM_054330344.1,3475
PPP1R11_4,XM_054330624.1,3209
PPP1R11_5,XM_054330860.1,3475
PPP1R11_6,XM_054331120.1,3476
PPP1R11_7,XM_054331379.1,3475
PPP1R12A,NM_001244990.2,161893
PPP1R12A-AS1,NR_146533.1,6115
PPP1R12A-AS2,NR_187531.1,89875
PPP1R12B,NM_001331029.2,244004
PPP1R12C,NM_001271618.2,26720
PPP1R13B,XM_005267487.6,115620
PPP1R13B-DT,NR_038436.1,10329
PPP1R13L,NM_001142502.2,26724
PPP1R14A,NM_001243947.2,5138
PPP1R14B,NM_138689.3,2465
PPP1R14B-AS1,NR_135087.1,2349
PPP1R14C,NM_030949.3,107349
PPP1R14D,NM_017726.8,13258
PPP1R15A,NM_014330.5,3638
PPP1R15B,XM_005245551.6,15992
PPP1R16A,XM_047422334.1,24140
PPP1R16B,NM_015568.4,117328
PPP1R17,XR_926912.4,21241
PPP1R18,XM_047418258.1,12003
PPP1R18_1,XM_054328450.1,11459
PPP1R18_2,XM_054329740.1,11132
PPP1R18_3,XM_054330236.1,11459
PPP1R18_4,XM_054330528.1,11495
PPP1R18_5,XM_054330775.1,11495
PPP1R18_6,NM_001134870.2_6,10819
PPP1R1A,XM_006719471.5,9414
PPP1R1B,XM_017025216.3,9918
PPP1R1C,NR_048567.2,163277
PPP1R2,NR_133014.2,28898
PPP1R21,NR_024188.3,74621
PPP1R26,XM_047424216.1,9827
PPP1R26-AS1,NR_038969.1,9532
PPP1R27,NM_001007533.4,1559
PPP1R27_1,NM_001007533.4_1,1559
PPP1R2B,NM_206858.3,2234
PPP1R2C,NM_025210.2,798
PPP1R2P2,NR_144547.1,1983
PPP1R35,XM_011515914.2,1417
PPP1R35-AS1,NR_187540.1,3210
PPP1R36,XM_047430998.1,39421
PPP1R37,NM_019121.2,54107
PPP1R3A,XM_005250473.4,42233
PPP1R3B,NM_001201329.2,15285
PPP1R3B-DT,NR_183345.1,17873
PPP1R3B-DT_1,NR_183348.1_1,17920
PPP1R3B_1,XM_054332264.1,15286
PPP1R3C,NM_005398.7,4630
PPP1R3D,NM_006242.4,3643
PPP1R3E,NM_001276318.2,7208
PPP1R3F,XM_017029934.2,31677
PPP1R3G,NM_001145115.3,4147
PPP1R42,NM_001364911.2,64452
PPP1R7,NM_001282412.1,34078
PPP1R8,NM_002713.4,20895
PPP1R9A,XM_047420574.1,389180
PPP1R9A-AS1,NR_183323.1,178641
PPP1R9B,NM_032595.5,16941
PPP2CA,NM_002715.4,31742
PPP2CA-DT,NR_186539.1,2541
PPP2CB,NM_001009552.2,27203
PPP2R1A,NR_033500.2,39467
PPP2R1B,XM_024448600.2,78390
PPP2R2A,NM_002717.4,81173
PPP2R2B,NM_001271900.2,500693
PPP2R2B-IT1,NR_047115.1,5300
PPP2R2C,XM_047415891.1,243219
PPP2R2D,XM_006717914.4,70526
PPP2R3A,NM_002718.5,182167
PPP2R3B,NM_013239.5,52975
PPP2R3B_1,NM_013239.5_1,52975
PPP2R3B_2,NM_013239.5_2,53132
PPP2R3B_3,XM_047442957.1,52750
PPP2R3C,NR_130972.2,36827
PPP2R5A,NM_006243.4,76444
PPP2R5B,XM_047427200.1,16903
PPP2R5C,XM_005267819.2,167420
PPP2R5D,NM_001270476.2,27773
PPP2R5E,NR_104104.3,172014
PPP3CA,NM_001130692.2,324109
PPP3CB,XM_005269944.2,59592
PPP3CB-AS1,NR_132103.1,11558
PPP3CC,NM_001243974.2,100048
PPP3R1,NM_000945.4,73676
PPP3R2,NM_147180.4,3366
PPP4C,NM_001303503.2,9383
PPP4R1,XM_047437976.1,70406
PPP4R1-AS1,NR_110773.1,4557
PPP4R1L,NR_003505.3,76663
PPP4R2,NM_001318026.2,72456
PPP4R3A,NR_169193.1,53047
PPP4R3B,XM_017004536.3,70331
PPP4R3B-DT,NR_186624.1,14972
PPP4R3C,NM_207319.4,3135
PPP4R4,NR_145441.2,105413
PPP4R4_1,NR_145441.2_1,105413
PPP5C,NM_006247.4,43889
PPP5D1P,NR_172902.1,82238
PPP6C,NM_001123369.2,43231
PPP6R1,XM_047438423.1,30800
PPP6R2,XM_047441654.1,114317
PPP6R3,NR_147971.2,154583
PPRC1,XM_047424879.1,30445
PPT1,NM_001142604.2,25792
PPT2,NM_138717.3,10148
PPT2-EGFL8,NR_037861.1,14287
PPT2-EGFL8_1,NR_037861.1_1,14290
PPT2-EGFL8_2,NR_037861.1_2,14300
PPT2-EGFL8_3,NR_037861.1_3,3936
PPT2-EGFL8_4,NR_037861.1_4,14267
PPT2-EGFL8_5,NR_037861.1_5,14293
PPT2-EGFL8_6,NR_037861.1_6,14294
PPT2-EGFL8_7,NR_037861.1_7,14290
PPT2_1,NM_138717.3_1,10150
PPT2_2,NM_138717.3_2,10161
PPT2_3,NM_138717.3_3,4407
PPT2_4,NM_138717.3_4,10131
PPT2_5,NM_138717.3_5,10154
PPT2_6,NM_138717.3_6,10155
PPT2_7,NM_138717.3_7,10150
PPTC7,NR_138550.2,50074
PPWD1,NM_001278926.2,24254
PPY,XM_011524978.4,3412
PPY2P,NR_002181.1,846
PQBP1,NM_001032383.2,5214
PQBP1_1,NM_001032383.2_1,5214
PRAC1,NM_032391.3,800
PRAC2,XM_047435918.1,6093
PRADC1,NR_144358.1,5279
PRADX,NR_182291.1,2139
PRAF2,NM_007213.3,2842
PRAF2_1,NM_007213.3_1,2842
PRAG1,NR_163138.1,68704
PRAG1_1,NR_163138.1_1,68705
PRAM1,NM_032152.5,12585
PRAME,XM_011530034.4,11565
PRAMEF1,NM_023013.4,5232
PRAMEF10,NM_001039361.4,5375
PRAMEF10_1,NM_001039361.4_1,5375
PRAMEF11,NM_001146344.3,6806
PRAMEF11_1,NM_001146344.3_1,6806
PRAMEF12,NM_001080830.5,4169
PRAMEF13,NM_001291380.1,5222
PRAMEF13_1,NM_001291380.1_1,5222
PRAMEF13_2,NM_001291380.1_2,5222
PRAMEF14,NM_001024661.2,5243
PRAMEF15,NM_001098376.3,7018
PRAMEF17,NM_001099851.3,2998
PRAMEF18,NM_001099850.2,3460
PRAMEF18_1,NM_001099850.2_1,3460
PRAMEF18_2,NM_001099850.2_2,3513
PRAMEF18_3,NM_001099850.2_3,3460
PRAMEF19,NM_001099790.5,3517
PRAMEF2,NM_023014.1,4824
PRAMEF20,NM_001099852.2,10879
PRAMEF22,NM_001100631.2,2781
PRAMEF22_1,NM_001100631.2_1,577
PRAMEF25,NM_001310134.3,7111
PRAMEF25_1,NM_001310134.3_1,7111
PRAMEF25_2,NM_001310134.3_2,7111
PRAMEF26,NM_001306072.3,7103
PRAMEF26_1,NM_001306072.3_1,7103
PRAMEF26_2,NM_001306072.3_2,7103
PRAMEF26_3,NM_001306072.3_3,7105
PRAMEF27,NM_001300891.2,7100
PRAMEF27_1,NM_001300891.2_1,7100
PRAMEF27_2,NM_001300891.2_2,7100
PRAMEF2_1,NM_023014.1_1,4824
PRAMEF33,NM_001291381.1,5369
PRAMEF33_1,NM_001291381.1_1,5369
PRAMEF33_2,NM_001291381.1_2,5369
PRAMEF33_3,NM_001291381.1_3,5369
PRAMEF34P,NR_111947.1,5203
PRAMEF34P_1,NR_111947.1_1,5203
PRAMEF34P_2,NR_111947.1_2,5203
PRAMEF34P_3,NR_111947.1_3,5208
PRAMEF36P,NR_111945.1,5206
PRAMEF36P_1,NR_111945.1_1,5206
PRAMEF36P_2,NR_111945.1_2,5206
PRAMEF36P_3,NR_111945.1_3,5207
PRAMEF4,NM_001009611.4,6990
PRAMEF4_1,NM_001009611.4_1,6990
PRAMEF5,NM_001013407.5,9238
PRAMEF5_1,NM_001013407.5_1,9238
PRAMEF5_2,NM_001013407.5_2,9238
PRAMEF5_3,NM_001013407.5_3,9238
PRAMEF6,NM_001010889.2,9109
PRAMEF6_1,NM_001010889.2_1,9109
PRAMEF7,NM_001012277.5,4142
PRAMEF7_1,NM_001012277.5_1,4142
PRAMEF8,NM_001012276.3,3834
PRAMEF8_1,NM_001012276.3_1,3834
PRAMEF8_2,NM_001012276.3_2,3834
PRAMEF8_3,NM_001012276.3_3,3834
PRAMEF9,NM_001010890.3,7612
PRAMEF9_1,NM_001010890.3_1,7612
PRAMEF9_2,NM_001010890.3_2,7612
PRAMEF9_3,NM_001010890.3_3,25023
PRAMENP,NR_135291.1,52836
PRAME_1,XM_054329448.1,11565
PRANCR,NR_120460.1,21171
PRAP1,NM_145202.5,5311
PRB1,NR_160307.2,3771
PRB1_1,NR_160307.2_1,3771
PRB2,NM_006248.4,4028
PRB2_1,NM_001367912.2,4582
PRB3,NM_006249.5,3794
PRB3_1,NM_006249.5_1,3794
PRB4,NM_001261399.3,3360
PRB4_1,NM_001261399.3_1,3360
PRC1,XM_017022714.3,28496
PRC1-AS1,NR_051984.1,22256
PRCC,NM_005973.5,33281
PRCD,NR_033357.2,17791
PRCP,NM_001319214.2,78709
PRDM1,XM_047419246.1,117249
PRDM10,NM_001367891.1,103125
PRDM10-DT,NR_024233.1,2863
PRDM11,NM_001359633.2,130930
PRDM12,NM_021619.3,18390
PRDM13,NM_021620.4,8730
PRDM14,NM_024504.4,19602
PRDM15,NR_135464.2,81120
PRDM16,NM_022114.4,369419
PRDM16-DT,NR_015440.1,8109
PRDM2,NM_001393986.1,124892
PRDM4,NM_012406.4,28267
PRDM4-AS1,NR_120474.1,23414
PRDM5,XM_047449558.1,238436
PRDM6,NM_001136239.4,105026
PRDM6-AS1,NR_146771.1,4086
PRDM7,XM_017022883.2,20766
PRDM8,NM_020226.4,19060
PRDM8-AS1,NR_183912.1,16081
PRDM9,NM_001376900.1,20939
PRDM9_1,NM_001376900.1_1,20938
PRDX1,NM_001202431.2,11840
PRDX2,NM_005809.6,4978
PRDX3,NR_126103.2,11093
PRDX4,NM_006406.2,18905
PRDX5,NM_012094.5,3691
PRDX6,NM_004905.3,11481
PRDX6-AS1,NR_125960.1,43574
PREB,XR_939649.4,3881
PRECSIT,NR_027701.1,6322
PRELID1,NM_013237.4,3151
PRELID2,XR_007058586.1,606358
PRELID3A,XM_024451076.2,24310
PRELID3B,NM_001256403.2,9642
PRELP,NM_002725.4,15547
PREP,NM_002726.5,129865
PREPL,NM_001171617.1,44256
PREX1,XM_047440333.1,263934
PREX2,NM_024870.4,284987
PRF1,NM_005041.6,5394
PRG1,NR_026881.1,493
PRG2,NM_001302926.2,3871
PRG3,NM_006093.4,4382
PRG4,NM_001303232.2,18295
PRH1,NM_001291315.2,290647
PRH1-PRR4,NR_037918.2,325777
PRH1-PRR4_1,NR_037918.2_1,357725
PRH1-PRR4_2,NR_037918.2_2,322011
PRH1-TAS2R14,NM_001316893.2,234202
PRH1-TAS2R14_1,NM_001316893.2_1,266150
PRH1-TAS2R14_2,NM_001316893.2_2,230436
PRH1_1,NM_001291315.2_1,322595
PRH1_2,NM_001291315.2_2,286881
PRH2,NM_001110213.1,5610
PRH2_1,XM_054329620.1,25290
PRH2_2,XM_054329988.1,25290
PRICKLE1,XM_011537947.3,132990
PRICKLE2,NM_001370528.1,175938
PRICKLE2-AS1,NR_045697.1,35168
PRICKLE2-AS2,NR_046701.1,2889
PRICKLE2-AS3,NR_046702.1,14018
PRICKLE2-DT,NR_183712.1,10814
PRICKLE3,NM_006150.5,11572
PRICKLE4,NM_013397.6,6671
PRIM1,NM_000946.3,20744
PRIM2,XM_047418987.1,425311
PRIMA1,XM_011536456.3,70697
PRIMA1_1,XM_054328955.1,70802
PRIMPOL,XR_938701.4,45215
PRKAA1,NM_006251.6,38986
PRKAA2,NM_006252.4,70022
PRKAB1,XM_005253909.2,13668
PRKAB2,NR_103870.2,17365
PRKACA,NM_002730.4,26075
PRKACA_1,NM_002730.4_1,26075
PRKACB,NM_002731.4,160420
PRKACG,NM_002732.4,1610
PRKAG1,NM_002733.5,16503
PRKAG2,NM_001407031.1,320989
PRKAG2-AS1,NR_038926.1,2182
PRKAG2-AS2,NR_171033.1,4483
PRKAG3,NM_017431.4,9496
PRKAR1A,NM_001278433.2,119809
PRKAR1B,XM_047420607.1,179738
PRKAR1B-AS1,NR_110054.1,5658
PRKAR1B-AS2,NR_132384.1,3662
PRKAR2A,XR_002959546.2,103284
PRKAR2A-AS1,NR_109996.1,4046
PRKAR2B,NM_002736.3,117107
PRKAR2B-AS1,XR_007060469.1,15287
PRKAR2B_1,NM_002736.3_1,4830
PRKCA,XM_047436388.1,508131
PRKCA-AS1,NR_110822.1,18786
PRKCB,NM_002738.7,384629
PRKCD,NM_001354680.2,31509
PRKCE,XM_005264428.2,536712
PRKCE-AS1,XR_940049.3,2181
PRKCG,XM_047439092.1,26559
PRKCH,XM_024449661.2,363509
PRKCH-AS1,NR_186039.1,28119
PRKCI,NM_002740.6,83554
PRKCQ,NM_001323267.2,186180
PRKCQ-AS1,NR_036502.1,4937
PRKCSH,NM_001289103.2,15334
PRKCZ,XM_047425255.1,136892
PRKCZ-AS1,NR_146290.1,2082
PRKCZ-DT,NR_135509.1,870
PRKD1,NM_002742.3,351369
PRKD2,NM_001079881.2,42799
PRKD3,XM_005264238.4,74332
PRKD3-DT,NR_183394.1,1684
PRKDC,NM_001081640.2,187026
PRKG1,NM_001098512.3,1307463
PRKG1-AS1,NR_038277.1,17281
PRKG2,XM_017008415.2,130467
PRKG2-AS1,NR_125908.1,28456
PRKN,XM_024446449.2,1380350
PRKRA,NM_003690.5,19762
PRKRIP1,NM_024653.4,30304
PRKX,NM_005044.5,109310
PRKX-AS1,NR_046643.1,8706
PRKXP1,NR_073405.1,11532
PRKY,NR_028062.1,107576
PRL,NM_001163558.3,15590
PRLH,NM_015893.1,602
PRLHR,NM_004248.3,5652
PRLR,XM_024446131.2,174786
PRM1,NM_002761.3,490
PRM2,NR_104428.2,842
PRM3,NM_021247.3,431
PRMT1,XM_047438742.1,12295
PRMT2,NM_206962.4,29451
PRMT3,NM_005788.4,121623
PRMT5,XR_429287.3,8848
PRMT5-AS1,NR_120599.1,3952
PRMT5-DT,NR_110002.1,25084
PRMT6,NM_018137.3,2621
PRMT7,XM_047434220.1,49852
PRMT8,NM_001256536.1,212625
PRMT9,NM_001350143.2,46379
PRNCR1,NR_109833.1,12722
PRND,NM_012409.4,6552
PRNP,NM_001080123.3,15133
PRNT,NR_024269.1,9387
PRO1804,NR_130736.1,2038
PROB1,NM_001161546.2,4513
PROC,XM_047445117.1,10816
PROCA1,NM_001304951.2,8692
PROCR,XM_011528496.2,45113
PRODH,NM_001195226.2,23773
PRODH2,NM_001378294.1,12858
PROK1,NM_032414.3,6210
PROK2,NM_021935.4,13494
PROKR1,NM_138964.4,14673
PROKR2,XM_017027646.2,17737
PROM1,XM_005248196.6,115796
PROM2,XM_047443449.1,16854
PROM2_1,XM_054332858.1,16854
PROP1,NM_006261.5,4008
PROP1_1,NM_006261.5_1,816
PROP1_2,NM_006261.5_2,3877
PRORP,NM_001256680.2,155071
PRORP-PSMA6,NR_182666.1,195633
PRORSD1P,NR_027258.1,2154
PRORY,NR_170372.1,69942
PROS1,NM_000313.4,100846
PROSER1,XM_047430652.1,28225
PROSER2,XM_011519438.3,48922
PROSER2-AS1,NR_038222.1,45103
PROSER3,XM_047438263.1,12991
PROX1,XM_011509773.3,58103
PROX1-AS1,NR_037850.2,166513
PROX2,NR_169190.1,23113
PROZ,NM_001256134.2,13739
PRP4K,XR_007059353.1,43684
PRPF18,NR_172905.1,68965
PRPF19,NM_014502.5,16039
PRPF19-DT,NR_186696.1,4122
PRPF3,NR_146767.1,31761
PRPF31,XM_006723137.5,15960
PRPF31-AS1,NR_186329.1,3133
PRPF31-AS1_1,NR_186329.1_1,3132
PRPF31-AS1_2,NR_186329.1_2,3132
PRPF31-AS1_3,NR_186329.1_3,3132
PRPF31-AS1_4,NR_186329.1_4,3132
PRPF31-AS1_5,NR_186329.1_5,3132
PRPF31-AS1_6,NR_186329.1_6,3132
PRPF31-AS1_7,NR_186329.1_7,3132
PRPF31-AS1_8,NR_186329.1_8,3132
PRPF31-AS1_9,NR_186329.1_9,3132
PRPF31_1,XM_054329672.1,16011
PRPF31_2,XM_054330156.1,16011
PRPF31_3,XM_054330464.1,16011
PRPF31_4,XM_054330717.1,16011
PRPF31_5,XM_054330948.1,16011
PRPF31_6,XM_054331226.1,16011
PRPF31_7,XM_054331501.1,16011
PRPF31_8,XM_054333537.1,16011
PRPF31_9,XM_054333639.1,16011
PRPF38A,NM_032864.4,16235
PRPF38B,NM_001349758.2,10619
PRPF39,NM_017922.4,32167
PRPF39-DT,NR_184211.1,979
PRPF4,NR_136265.2,17248
PRPF40A,NM_001395477.1,66288
PRPF40B,XM_047428678.1,22020
PRPF6,NM_012469.4,51969
PRPF8,XM_024450537.2,34239
PRPF8_1,XM_054329197.1,34517
PRPH,NM_006262.4,3540
PRPH2,NM_000322.5,26000
PRPS1,NM_002764.4,22517
PRPS1L1,NM_175886.3,1077
PRPS2,NM_001039091.3,32811
PRPSAP1,NM_001366236.2,44721
PRPSAP2,NM_001243942.1,74989
PRR11,XM_024450828.2,50964
PRR12,NM_020719.3,35258
PRR13,NM_018457.4,4905
PRR14,NM_001320464.3,5636
PRR14L,NM_173566.3,68786
PRR15,XM_011515199.2,3461
PRR15-DT,NR_183549.1,53507
PRR15L,NM_024320.4,5917
PRR16,XM_047417289.1,330317
PRR18,NM_175922.4,3093
PRR19,NM_199285.3,8683
PRR20A,NM_198441.2,3022
PRR20B,NM_001130404.1,3022
PRR20C,NM_001130405.1,3022
PRR20D,NM_001130406.1,3022
PRR20E,NM_001130407.1,3022
PRR20G,NM_001362810.2,4264
PRR22,NM_001134316.2,1787
PRR23A,NM_001134659.1,2307
PRR23B,NM_001013650.2,1896
PRR23C,NM_001134657.1,2791
PRR23D1,XM_011534716.4,5772
PRR23D1_1,NM_001282479.1_1,2823
PRR23D1_2,XM_054328713.1,5772
PRR23D2,XM_011543811.3,5575
PRR23D2_1,XM_054332232.1,5772
PRR23E,NM_001007534.2,5055
PRR27,NM_214711.4,12373
PRR27_1,NM_214711.4_1,12373
PRR29,NM_001164257.2,5955
PRR29-AS1,NR_126169.1,3829
PRR3,NM_001077497.3,7015
PRR30,NM_178553.4,2563
PRR32,NM_001122716.2,2058
PRR33,XM_047426236.1,29722
PRR33_1,XM_054332445.1,8076
PRR34,NR_165243.1,5695
PRR34-AS1,NR_027034.1,4677
PRR35,XM_017022959.3,5716
PRR36,NR_104345.2,5672
PRR3_1,NM_001077497.3_1,7015
PRR3_2,NM_001077497.3_2,7015
PRR3_3,NM_001077497.3_3,7015
PRR3_4,NM_001077497.3_4,7015
PRR3_5,NM_001077497.3_5,7015
PRR3_6,NM_001077497.3_6,7015
PRR4,NM_001098538.3,3627
PRR4_1,NM_001098538.3_1,3627
PRR4_2,NM_001098538.3_2,3627
PRR5,NM_001017528.3,68931
PRR5-ARHGAP8,NM_181334.6,160581
PRR5L,NM_001160167.2,168917
PRR7,NM_001375593.1,10292
PRR7-AS1,NR_038916.1,10056
PRR9,NM_001195571.2,1727
PRRC1,NM_130809.5,37446
PRRC2A,NM_004638.4,17057
PRRC2A_1,XM_054329882.1,17082
PRRC2A_2,NM_004638.4_2,17057
PRRC2A_3,NM_004638.4_3,17057
PRRC2A_4,NM_004638.4_4,17055
PRRC2A_5,NM_004638.4_5,17053
PRRC2A_6,NM_004638.4_6,17056
PRRC2B,NM_001384822.1,126543
PRRC2C,XM_005245020.3,107982
PRRG1,NM_001173489.2,107928
PRRG2,XM_006723286.2,10388
PRRG3,NM_001372165.1,11318
PRRG4,XM_006718314.4,28332
PRRT1,NM_001363780.2,4721
PRRT1B,NM_001395643.1,14293
PRRT1_1,NM_001363780.2_1,4722
PRRT1_2,NM_001363780.2_2,4723
PRRT1_3,NM_001363780.2_3,4723
PRRT1_4,NM_001363780.2_4,4721
PRRT1_5,NM_001363780.2_5,4721
PRRT1_6,NM_001363780.2_6,4718
PRRT1_7,NM_001363780.2_7,4721
PRRT2,NM_001256443.2,3689
PRRT3,NR_134900.2,6867
PRRT3-AS1,NR_046734.1,7384
PRRT4,XM_047420374.1,11659
PRRX1,XM_006711388.4,76654
PRRX2,NM_016307.4,57028
PRRX2-AS1,NR_132102.1,5813
PRSS1,NR_172947.1,3601
PRSS12,NM_003619.4,72966
PRSS16,NM_005865.4,8920
PRSS1_1,NR_172947.1_1,3601
PRSS2,NR_130149.2,3591
PRSS21,NR_073012.2,4483
PRSS21_1,NR_073012.2_1,766
PRSS22,NM_022119.4,5441
PRSS22_1,XM_054331878.1,5966
PRSS23,NR_120591.3,152369
PRSS23-AS1,NR_187135.1,50139
PRSS27,NM_001318395.2,7803
PRSS2_1,NR_130149.2_1,3591
PRSS3,XM_011517965.2,48553
PRSS30P,NR_026864.2,3179
PRSS30P_1,NR_026864.2_1,3179
PRSS33,NM_001385464.1,3963
PRSS35,NM_001170423.2,13171
PRSS36,NM_001258290.2,11141
PRSS37,NM_001370403.1,5208
PRSS38,XM_011544175.3,30796
PRSS3P2,NR_001296.3,3644
PRSS40A,NR_027313.1,13316
PRSS40B,NR_033930.1,13346
PRSS41,NM_001395500.1,6835
PRSS42P,NR_160554.1,4554
PRSS43P,NR_160552.1,3813
PRSS44P,NR_160551.1,3935
PRSS45P,NR_160553.1,2665
PRSS46P,NR_147121.1,16845
PRSS48,NM_183375.5,14702
PRSS48_1,NM_001353611.1,14690
PRSS50,NM_013270.5,5753
PRSS51,XR_007060820.1,66431
PRSS51_1,XR_007069084.1,3447
PRSS53,XM_011545819.3,5507
PRSS54,NM_001305173.2,15029
PRSS55,NM_001197020.2,28635
PRSS55_1,NM_001197020.2_1,28631
PRSS56,XM_047445431.1,5329
PRSS57,NM_001308209.2,9907
PRSS58,NM_001001317.5,5916
PRSS58_1,NM_001001317.5_1,5916
PRSS59P,NR_036483.2,3966
PRSS59P_1,NR_036483.2_1,3968
PRSS8,NM_002773.5,4295
PRTFDC1,NM_001282786.2,103993
PRTG,NM_173814.6,131609
PRTN3,XM_011528136.2,7177
PRTN3_1,XM_054329441.1,7177
PRUNE1,NR_130135.2,27265
PRUNE2,NR_131751.2,294739
PRX,NM_001411127.1,21022
PRXL2A,NM_001243779.2,29287
PRXL2B,NR_036637.2,4946
PRXL2B_1,NR_036637.2_1,4946
PRXL2C,XM_047422905.1,15741
PRY,NR_197358.1,24241
PRY2,NR_197360.1,13170
PSAP,NM_002778.4,34954
PSAPL1,NM_001085382.2,4646
PSAT1,NM_058179.4,32969
PSCA,NR_033343.2,12429
PSD,NM_001270965.2,17328
PSD2,XM_047417829.1,101992
PSD2-AS1,NR_105053.2,4877
PSD3,NM_001412865.1,557503
PSD4,NM_012455.3,35421
PSEN1,XM_047431602.1,87275
PSEN2,XR_001737316.3,33053
PSENEN,NM_172341.4,1869
PSG1,NM_001330524.2,13250
PSG10P,NR_026824.1,18722
PSG11,NM_001113410.2,18814
PSG11-AS1,XR_007067262.1,23021
PSG2,NM_031246.4,18493
PSG3,XM_011527127.3,18840
PSG4,NM_001316339.2,12937
PSG5,NM_001130014.2,18794
PSG6,NM_001031850.4,15809
PSG7,NM_001206650.2,13076
PSG8,XM_047438850.1,12993
PSG8-AS1,NR_036584.1,5016
PSG9,NM_001301709.2,16249
PSIP1,NM_001128217.3,46905
PSKH1,NM_006742.3,36423
PSKH2,NM_033126.3,22560
