gene_id,transcript_id,length,start,end,chromosome
NTRK2,XM_017014751.3,358533,84668522,85027054,NC_000009.12
NTRK3,NM_001243101.2,396989,87859751,88256739,NC_000015.10
NTRK3-AS1,NR_038229.1,18337,88252730,88271066,NC_000015.10
NTS,NM_006183.5,8698,85874295,85882992,NC_000012.12
NTSR1,NM_002531.3,53936,62708836,62762771,NC_000020.11
NTSR2,XM_005246156.4,12018,11658178,11670195,NC_000002.12
NUAK1,NM_014840.3,75610,106063345,106138954,NC_000012.12
NUAK2,NM_030952.3,19683,205302063,205321745,NC_000001.11
NUB1,NM_001363529.2,36638,151341812,151378449,NC_000007.14
NUBP1,NM_002484.4,25510,10743842,10769351,NC_000016.10
NUBP2,NR_104318.2,6227,1782960,1789186,NC_000016.10
NUBPL,NR_120408.2,299821,31561404,31861224,NC_000014.9
NUBPL-DT,XR_943720.2,7833,31553499,31561331,NC_000014.9
NUCB1,XM_017026845.2,23061,48900312,48923372,NC_000019.10
NUCB1-AS1,NR_046633.1,7962,48910930,48918891,NC_000019.10
NUCB2,XM_024448553.2,73242,17276739,17349980,NC_000011.10
NUCKS1,XM_005245453.2,37361,205712822,205750182,NC_000001.11
NUDC,XM_047439143.1,46711,26900161,26946871,NC_000001.11
NUDCD1,NM_032869.4,93169,109240919,109334087,NC_000008.11
NUDCD2,NR_138427.2,13577,163446526,163460102,NC_000005.10
NUDCD3,NM_015332.4,111540,44379119,44490658,NC_000007.14
NUDT1,NM_198952.2,8920,2242226,2251145,NC_000007.14
NUDT10,NM_153183.4,5295,51332231,51337525,NC_000023.11
NUDT11,NM_018159.4,6582,51490011,51496592,NC_000023.11
NUDT12,XM_005272097.4,13935,103548855,103562789,NC_000005.10
NUDT13,NR_104264.2,21369,73110455,73131823,NC_000010.11
NUDT14,NM_177533.5,8374,105172939,105181312,NC_000014.9
NUDT15,NR_136687.2,15030,48037726,48052755,NC_000013.11
NUDT16,NM_001171905.2,7138,131381671,131388808,NC_000003.12
NUDT16-DT,NR_038976.1,56384,131325092,131381475,NC_000003.12
NUDT16L1,XM_005255633.6,2283,4693562,4695844,NC_000016.10
NUDT16L2P,NR_002949.2,3278,131361845,131365122,NC_000003.12
NUDT17,NM_001012758.3,3325,145845630,145848954,NC_000001.11
NUDT18,XM_011544650.2,3605,22106878,22110482,NC_000008.11
NUDT19,NM_001105570.2,21972,32691821,32713792,NC_000019.10
NUDT19-DT,NR_186320.1,5206,32687091,32692296,NC_000019.10
NUDT2,NM_001161.5,14131,34329569,34343699,NC_000009.12
NUDT21,NM_007006.3,22200,56429133,56451332,NC_000016.10
NUDT22,XM_047427707.1,4012,64226258,64230269,NC_000011.10
NUDT3,NM_006703.4,112991,34279679,34392669,NC_000006.12
NUDT4,NM_199040.4,30222,93377925,93408146,NC_000012.12
NUDT4B,NM_001355407.2,3642,148748774,148752415,NC_000001.11
NUDT4P2,NR_104005.1,3838,146297773,146301610,NC_000001.11
NUDT5,NM_001321647.2,30562,12165330,12195891,NC_000010.11
NUDT6,NM_198041.3,30392,122892577,122922968,NC_000004.12
NUDT7,NM_001243660.2,19747,77722514,77742260,NC_000016.10
NUDT8,NM_001243750.2,2000,67627938,67629937,NC_000011.10
NUDT9,NM_024047.5,36883,87422573,87459455,NC_000004.12
NUDT9P1,NR_002779.2,663,91152535,91153197,NC_000010.11
NUF2,XM_024450112.2,33806,163321954,163355759,NC_000001.11
NUFIP1,NM_012345.3,50223,44939249,44989471,NC_000013.11
NUFIP2,NM_020772.3,38310,29255839,29294148,NC_000017.11
NUGGC,NM_001010906.2,61973,28021964,28083936,NC_000008.11
NUMA1,NR_104476.2,77679,72002864,72080542,NC_000011.10
NUMB,NM_001005745.2,183331,73275216,73458546,NC_000014.9
NUMBL,NM_001289979.2,24747,40665905,40690651,NC_000019.10
NUP107,NM_001330192.2,58832,68686978,68745809,NC_000012.12
NUP133,NM_018230.3,68083,229440259,229508341,NC_000001.11
NUP133-DT,NR_110630.1,5658,229508430,229514087,NC_000001.11
NUP153,NM_001278210.2,91889,17615037,17706925,NC_000006.12
NUP153-AS1,NR_134618.1,3985,17707043,17711027,NC_000006.12
NUP155,NM_001278312.2,82970,37288137,37371106,NC_000005.10
NUP160,NR_134636.3,70233,47778118,47848350,NC_000011.10
NUP160_1,NR_134636.3_1,62471,210485,272955,NW_019805496.1
NUP188,NM_015354.3,59398,128947699,129007096,NC_000009.12
NUP205,NM_001329434.2,90837,135557917,135648753,NC_000007.14
NUP210,NM_024923.4,104088,13316235,13420322,NC_000003.12
NUP210L,XM_011510122.2,162427,153992690,154155116,NC_000001.11
NUP210P1,NR_034158.1,9859,126662081,126671939,NC_000003.12
NUP214,NM_005085.4,109078,131125586,131234663,NC_000009.12
NUP35,XM_011510577.3,44167,183117514,183161680,NC_000002.12
NUP37,NM_024057.4,47012,102073103,102120114,NC_000012.12
NUP42,NM_001370445.1,18959,23182048,23201006,NC_000007.14
NUP43,XM_047418728.1,25044,149724315,149749358,NC_000006.12
NUP50,NM_007172.4,24093,45163925,45188017,NC_000022.11
NUP50-DT,NR_038956.1,30024,45133758,45163781,NC_000022.11
NUP54,NR_103781.2,33734,76114664,76148397,NC_000004.12
NUP58,NM_001411001.1,48176,25301625,25349800,NC_000013.11
NUP62,NM_001193357.2,22680,49906825,49929504,NC_000019.10
NUP62CL,NR_033676.2,83007,107123427,107206433,NC_000023.11
NUP85,NM_024844.5,30080,75205679,75235758,NC_000017.11
NUP88,NM_002532.6,34830,5384833,5419662,NC_000017.11
NUP93,NM_014669.5,120158,56730129,56850286,NC_000016.10
NUP93-DT,NR_184322.1,21546,56708453,56729998,NC_000016.10
NUP98,NR_157591.1,122537,3675010,3797546,NC_000011.10
NUPR1,NM_012385.3,6267,28532708,28538974,NC_000016.10
NUPR2,NM_001145712.2,1737,56114681,56116417,NC_000007.14
NUS1,NM_138459.5,35259,117675469,117710727,NC_000006.12
NUSAP1,XM_006720559.4,48166,41332881,41381046,NC_000015.10
NUTF2,NM_001322039.2,25635,67846933,67872567,NC_000016.10
NUTF2P4,XM_047437990.1,395,112748095,112748489,NC_000001.11
NUTM1,XM_047432341.1,14421,34343315,34357735,NC_000015.10
NUTM1_1,XM_054333184.1,16506,82056,98561,NW_025791798.1
NUTM2A,NM_001099338.2,9531,87225448,87234978,NC_000010.11
NUTM2A-AS1,NR_024397.1,103892,87238667,87342558,NC_000010.11
NUTM2B,XM_047425707.1,20644,79692115,79712758,NC_000010.11
NUTM2B-AS1,NR_120613.1,135095,79691500,79826594,NC_000010.11
NUTM2D,NM_001009610.2,12952,87357744,87370695,NC_000010.11
NUTM2E,NM_001355263.2,24140,79826739,79850878,NC_000010.11
NUTM2F,NM_017561.2,10447,94318198,94328644,NC_000009.12
NUTM2G,NM_001045477.4,14129,96928843,96942971,NC_000009.12
NVL,NM_001243146.2,102828,224227345,224330172,NC_000001.11
NWD1,XM_011527929.2,98117,16719847,16817963,NC_000019.10
NWD2,NM_001144990.2,204721,37244743,37449463,NC_000004.12
NXF1,XM_047426247.1,13311,62792130,62805440,NC_000011.10
NXF2,NM_022053.4,79556,102247167,102326722,NC_000023.11
NXF2B,NM_001099686.3,79614,102360395,102440008,NC_000023.11
NXF3,NM_022052.2,17334,103075810,103093143,NC_000023.11
NXF4,NR_002216.1,21729,102549965,102571693,NC_000023.11
NXF5,NR_159737.1,25466,101832112,101857577,NC_000023.11
NXN,XM_005256756.5,180467,799310,979776,NC_000017.11
NXNL1,NM_138454.2,5502,17455425,17460926,NC_000019.10
NXNL2,XM_011518276.3,49333,88535178,88584510,NC_000009.12
NXNL2_1,XM_054333083.1,49333,15723,65055,NW_025791787.1
NXN_1,NM_022463.5_1,15994,3030,19023,NT_187613.1
NXN_2,NM_022463.5_2,15994,3030,19023,NT_187664.1
NXPE1,NM_152315.5,40948,114518934,114559881,NC_000011.10
NXPE2,XM_017017209.2,242794,114464276,114707069,NC_000011.10
NXPE3,NR_145993.2,49021,101779211,101828231,NC_000003.12
NXPE4,XM_047427150.1,107660,114570591,114678250,NC_000011.10
NXPH1,NM_152745.3,319353,8433609,8752961,NC_000007.14
NXPH2,NM_007226.3,111234,138669157,138780390,NC_000002.12
NXPH3,NM_007225.4,7957,49575871,49583827,NC_000017.11
NXPH4,NM_007224.4,9656,57216794,57226449,NC_000012.12
NXT1,NM_013248.3,3981,23350791,23354771,NC_000020.11
NXT1-AS1,XR_937384.2,42012,23309456,23351467,NC_000020.11
NXT2,NM_018698.5,8875,109535824,109544698,NC_000023.11
NXTAR,XR_938423.3,39942,67744949,67784890,NC_000023.11
NYAP1,NM_173564.4,10876,100483927,100494802,NC_000007.14
NYAP2,XM_047445201.1,305716,225397939,225703654,NC_000002.12
NYNRIN,NM_025081.3,20281,24399003,24419283,NC_000014.9
NYX,NM_022567.3,28310,41447343,41475652,NC_000023.11
OACYLP,NR_024021.3,72699,58996611,59069309,NC_000018.10
OAF,NM_178507.4,19303,120211032,120230334,NC_000011.10
OARD1,NM_001329690.2,33016,41064772,41097787,NC_000006.12
OAS1,NR_175991.1,26258,112906962,112933219,NC_000012.12
OAS2,NM_002535.3,33205,112978519,113011723,NC_000012.12
OAS3,NM_006187.4,34778,112938474,112973251,NC_000012.12
OASL,NM_001395418.1,21486,121017761,121039246,NC_000012.12
OAT,NM_001322965.2,21621,124397303,124418923,NC_000010.11
OAZ1,NM_004152.3,4003,2269486,2273488,NC_000019.10
OAZ2,NM_001301302.1,15708,64687574,64703281,NC_000015.10
OAZ3,NM_001134939.1,8362,151762969,151771330,NC_000001.11
OBI1,XM_011535225.2,44867,78614289,78659155,NC_000013.11
OBI1-AS1,NR_047001.1,562471,78054855,78617325,NC_000013.11
OBP2A,NR_120603.2,3844,135546126,135549969,NC_000009.12
OBP2B,XM_047423295.1,17977,133205279,133223255,NC_000009.12
OBP2B_1,XM_054331580.1,17977,31225,49201,NW_009646201.1
OBSCN,NM_001386125.1,170833,228208044,228378876,NC_000001.11
OBSCN-AS1,NR_073155.1,10150,228203506,228213655,NC_000001.11
OBSL1,XM_017003700.2,24334,219547206,219571539,NC_000002.12
OC90,NM_001080399.3,35167,132024216,132059382,NC_000008.11
OCA2,XM_047432619.1,380308,27719008,28099315,NC_000015.10
OCA2_1,NM_001300984.2_1,228174,5441,233614,NW_011332701.1
OCA2_2,NM_001300984.2_2,228174,5441,233614,NT_187660.1
OCEL1,NM_024578.3,2994,17226226,17229219,NC_000019.10
OCIAD1,XM_047415862.1,56660,48805156,48861815,NC_000004.12
OCIAD1-AS1,NR_146806.1,8197,48852007,48860203,NC_000004.12
OCIAD2,NM_001286774.2,21756,48885019,48906774,NC_000004.12
OCLN,XM_047416593.1,65558,69492547,69558104,NC_000005.10
OCLNP1,NR_026578.1,18868,71074203,71093070,NC_000005.10
OCLNP1_1,NR_026578.1_1,18888,1004449,1023336,NW_003315917.2
OCLN_1,XM_054333010.1,66874,157946,224819,NW_025791777.1
OCLN_2,XM_054329487.1,66770,274283,341052,NW_003315917.2
OCM,NM_001391990.1,26646,5859718,5886363,NC_000007.14
OCM2,NM_006188.4,5510,97984687,97990196,NC_000007.14
OCRL,NM_001318784.2,52298,129540259,129592556,NC_000023.11
OCSTAMP,NM_080721.3,9709,46540946,46550654,NC_000020.11
ODAD1,NM_001364171.2,25510,48296462,48321971,NC_000019.10
ODAD2,XM_047425404.1,187508,27812168,27999675,NC_000010.11
ODAD2P1,NR_138082.1,76294,27258762,27335055,NC_000010.11
ODAD2P1_1,NR_138082.1_1,93690,3012,96701,NW_003315934.1
ODAD3,NM_001302453.1,15178,11420605,11435782,NC_000019.10
ODAD4,NR_146622.2,35887,41930617,41966503,NC_000017.11
ODAM,NM_017855.4,8852,70195725,70204576,NC_000004.12
ODAPH,NR_046429.3,9828,75556066,75565893,NC_000004.12
ODC1,NM_001287188.2,8360,10439968,10448327,NC_000002.12
ODC1-DT,NR_110597.1,5825,10449728,10455552,NC_000002.12
ODF1,NM_024410.4,9430,102551589,102561018,NC_000008.11
ODF2,NM_001351584.2,46108,128455185,128501292,NC_000009.12
ODF2-AS1,NR_170291.1,4088,128468925,128473012,NC_000009.12
ODF2L,NM_001395534.1,49487,86346837,86396323,NC_000001.11
ODF4,NM_153007.5,6207,8339840,8346046,NC_000017.11
ODR4,XR_007061319.1,59194,186375838,186435031,NC_000001.11
OFCC1,NR_170155.1,506631,9704978,10211608,NC_000006.12
OFD1,XM_047442584.1,59234,13714505,13773738,NC_000023.11
OGA,NM_001142434.2,33995,101784450,101818444,NC_000010.11
OGDH,XM_047420428.1,102440,44606627,44709066,NC_000007.14
OGDHL,NM_001347822.1,27739,49734641,49762379,NC_000010.11
OGFOD1,NM_001324360.2,27551,56451554,56479104,NC_000016.10
OGFOD2,NM_024623.3,5317,122974726,122980042,NC_000012.12
OGFOD3,NR_033265.2,29377,82389210,82418586,NC_000017.11
OGFR,NM_007346.4,9166,62804835,62814000,NC_000020.11
OGFR-AS1,NR_102430.1,4961,62800627,62805587,NC_000020.11
OGFRL1,XM_047419365.1,20249,71288811,71309059,NC_000006.12
OGFRP1,NR_036498.1,5110,42269753,42274862,NC_000022.11
OGG1,XM_047448200.1,33157,9749952,9783108,NC_000003.12
OGN,NM_024416.4,21429,92383271,92404699,NC_000009.12
OGN_1,NM_024416.4_1,21429,218000,239428,NW_025791788.1
OGT,NM_181672.3,42789,71533104,71575892,NC_000023.11
OIP5,NM_001317860.2,23319,41309273,41332591,NC_000015.10
OIP5-AS1,NR_152821.1,30642,41282697,41313338,NC_000015.10
OIT3,NR_130125.2,39298,72893739,72933036,NC_000010.11
OLA1,NM_001011708.3,176086,174072447,174248532,NC_000002.12
OLAH,XM_047425423.1,41659,15032195,15073853,NC_000010.11
OLFM1,NM_014279.5,45676,135075505,135121180,NC_000009.12
OLFM2,NM_058164.4,82798,9853718,9936515,NC_000019.10
OLFM3,NR_110211.2,194367,101802560,101996926,NC_000001.11
OLFM4,NM_006418.5,23245,53028813,53052057,NC_000013.11
OLFM5P,NR_133006.1,3476,5518310,5521785,NC_000011.10
OLFML1,NM_198474.4,25872,7485506,7511377,NC_000011.10
OLFML2A,NM_182487.4,37750,124777133,124814882,NC_000009.12
OLFML2B,NM_015441.3,40678,161983192,162023869,NC_000001.11
OLFML3,NM_001286352.3,2780,113979474,113982253,NC_000001.11
OLIG1,NM_138983.3,2273,33070141,33072413,NC_000021.9
OLIG2,NM_005806.4,3251,33025935,33029185,NC_000021.9
OLIG3,NM_175747.2,2196,137492199,137494394,NC_000006.12
OLMALINC,NR_026762.1,14779,100373576,100388354,NC_000010.11
OLR1,XM_047428907.1,17966,10158301,10176266,NC_000012.12
OMA1,NM_145243.5,66008,58480719,58546726,NC_000001.11
OMD,NM_005014.3,12092,92412380,92424471,NC_000009.12
OMD_1,NM_005014.3_1,12092,247109,259200,NW_025791788.1
OMG,NM_002544.5,2593,31294647,31297239,NC_000017.11
OMG_1,NM_002544.5_1,2593,373809,376401,NW_025791803.1
OMP,NM_006189.1,492,77102840,77103331,NC_000011.10
ONECUT1,NM_004498.4,35284,52755053,52790336,NC_000015.10
ONECUT2,XM_047437947.1,55925,57435374,57491298,NC_000018.10
ONECUT3,NM_001080488.2,27483,1753506,1780988,NC_000019.10
OOEP,NM_001428256.1,26609,73368555,73395163,NC_000006.12
OOEP-AS1,NR_174946.1,18014,73369704,73387717,NC_000006.12
OOSP1,NM_001395276.1,19049,59938432,59957480,NC_000011.10
OOSP1_1,XM_054332429.1,21071,26065,47135,NW_019805498.1
OOSP2,NM_173801.5,7636,60040409,60048044,NC_000011.10
OOSP2_1,NM_173801.5_1,7639,130064,137702,NW_019805498.1
OOSP3,NM_001395255.1,17702,59878782,59896483,NC_000011.10
OOSP4A,NM_001395277.1,6311,59964033,59970343,NC_000011.10
OOSP4A_1,NM_001395277.1_1,6311,53688,59998,NW_019805498.1
OOSP4B,NM_001395278.3,13915,60017181,60031095,NC_000011.10
OOSP4B_1,NM_001395278.3_1,13915,106836,120750,NW_019805498.1
OPA1,NM_001354664.2,104604,193593208,193697811,NC_000003.12
OPA1-AS1,NR_046634.1,8734,193618599,193627332,NC_000003.12
OPA3,NM_001017989.3,57376,45527427,45584802,NC_000019.10
OPALIN,NR_104297.2,15782,96343221,96359002,NC_000010.11
OPCML,NM_001319104.4,1117521,132414981,133532501,NC_000011.10
OPCML-IT1,NR_046790.1,6024,133360057,133366080,NC_000011.10
OPHN1,XM_011530961.2,391498,68042344,68433841,NC_000023.11
OPLAH,XM_047421689.1,13640,144050322,144063961,NC_000008.11
OPN1LW,NM_020061.6,14790,154144243,154159032,NC_000023.11
OPN1MW,NM_000513.2,14266,154182596,154196861,NC_000023.11
OPN1MW2,NM_001048181.3,13531,154219756,154233286,NC_000023.11
OPN1MW3,NM_001330067.2,13509,154257582,154271090,NC_000023.11
OPN1SW,NM_001385125.1,3310,128772485,128775794,NC_000007.14
OPN3,NM_014322.3,47246,241593124,241640369,NC_000001.11
OPN4,NM_001030015.3,11914,86654547,86666460,NC_000010.11
OPN5,NM_181744.4,44350,47782032,47826381,NC_000006.12
OPRD1,NM_000911.4,59098,28812170,28871267,NC_000001.11
OPRK1,NM_000912.5,25914,53225724,53251637,NC_000008.11
OPRL1,XM_047440155.1,20562,64080082,64100643,NC_000020.11
OPRL1_1,NM_182647.4_1,2857,2723,5579,NT_187624.1
OPRM1,NM_001008503.3,207628,154039240,154246867,NC_000006.12
OPRPN,NR_126503.2,12256,70397940,70410195,NC_000004.12
OPTC,NM_014359.4,14797,203494153,203508949,NC_000001.11
OPTN,NM_001008211.1,38195,13100082,13138276,NC_000010.11
OR10A2,NM_001004460.2,11661,6863057,6874717,NC_000011.10
OR10A3,NM_001003745.2,4538,7937171,7941708,NC_000011.10
OR10A3_1,NM_001003745.2_1,4538,168165,172702,NW_011332695.1
OR10A3_2,NM_001003745.2_2,4538,168672,173209,NT_187583.1
OR10A4,NM_207186.2,995,6876625,6877619,NC_000011.10
OR10A5,NM_178168.1,954,6845683,6846636,NC_000011.10
OR10A6,NM_001004461.2,6677,7924592,7931268,NC_000011.10
OR10A6_1,NM_001004461.2_1,6677,155586,162262,NW_011332695.1
OR10A6_2,NM_001004461.2_2,6677,156093,162769,NT_187583.1
OR10A7,NM_001005280.1,951,55221025,55221975,NC_000012.12
OR10AC1,NR_145518.1,1145,143510867,143512011,NC_000007.14
OR10AC1_1,NR_145518.1_1,1145,130231,131375,NW_018654714.1
OR10AD1,NM_001004134.1,954,48202339,48203292,NC_000012.12
OR10AG1,NM_001005491.2,4191,55965755,55969945,NC_000011.10
OR10C1,NM_013941.4,1672,29439306,29440977,NC_000006.12
OR10C1_1,NM_013941.4_1,1672,704970,706641,NT_167244.2
OR10C1_2,NM_013941.4_2,1672,925755,927426,NT_113891.3
OR10C1_3,NM_013941.4_3,1672,704828,706499,NT_167245.2
OR10C1_4,NM_013941.4_4,1672,704441,706112,NT_167246.2
OR10C1_5,NM_013941.4_5,1672,704675,706346,NT_167247.2
OR10C1_6,NM_013941.4_6,1672,704775,706446,NT_167248.2
OR10C1_7,NM_013941.4_7,1672,748317,749988,NT_167249.2
OR10D3,NM_001355213.3,5436,124183345,124188780,NC_000011.10
OR10G2,NM_001005466.2,1105,21633836,21634940,NC_000014.9
OR10G3,NM_001005465.2,11557,21568520,21580076,NC_000014.9
OR10G4,NM_001004462.2,5736,124012997,124018732,NC_000011.10
OR10G6,NM_001355219.1,999,123994163,123995161,NC_000011.10
OR10G7,NM_001004463.2,5313,124036013,124041325,NC_000011.10
OR10G8,NM_001004464.2,3837,124026798,124030634,NC_000011.10
OR10G9,NM_001001953.1,936,124023013,124023948,NC_000011.10
OR10H1,NM_013940.4,11116,15804549,15815664,NC_000019.10
OR10H2,NM_013939.2,1029,15728024,15729052,NC_000019.10
OR10H3,NM_013938.2,4359,15737985,15742343,NC_000019.10
OR10H4,NM_001004465.1,951,15949008,15949958,NC_000019.10
OR10H5,NM_001004466.2,12697,15787661,15800357,NC_000019.10
OR10J1,NM_001363557.2,43503,159397465,159440967,NC_000001.11
OR10J1_1,NM_001363557.2_1,43504,149291,192794,NW_025791759.1
OR10J3,NR_172557.1,1190,159313570,159314759,NC_000001.11
OR10J3_1,NR_172557.1_1,1190,65396,66585,NW_025791759.1
OR10J4,NR_145510.3,935,159432204,159433138,NC_000001.11
OR10J4_1,NM_001348286.3,936,184030,184965,NW_025791759.1
OR10J5,NM_001004469.1,930,159535078,159536007,NC_000001.11
OR10K1,NM_001004473.2,5625,158461834,158467458,NC_000001.11
OR10K2,NM_001004476.2,8028,158418210,158426237,NC_000001.11
OR10P1,NM_206899.1,942,55636892,55637833,NC_000012.12
OR10Q1,NM_001004471.2,1037,58227882,58228918,NC_000011.10
OR10R2,NM_001395749.1,8717,158472220,158480936,NC_000001.11
OR10S1,NM_001004474.2,1121,123976661,123977781,NC_000011.10
OR10T2,NM_001004475.1,945,158398522,158399466,NC_000001.11
OR10V1,NM_001005324.1,930,59712916,59713845,NC_000011.10
OR10V2P,NR_045005.1,770,59748812,59749581,NC_000011.10
OR10W1,NM_207374.3,1469,58266792,58268260,NC_000011.10
OR10X1,NM_001004477.1,981,158578919,158579899,NC_000001.11
OR10Z1,NM_001004478.2,7247,158605268,158612514,NC_000001.11
OR11A1,NM_001394828.1,31568,29425504,29457071,NC_000006.12
OR11A1_1,NM_001394828.1_1,31563,691169,722731,NT_167244.2
OR11A1_2,NM_001394828.1_2,31572,911953,943524,NT_113891.3
OR11A1_3,NM_001394828.1_3,31563,691032,722594,NT_167245.2
OR11A1_4,NM_001394828.1_4,31556,690640,722195,NT_167246.2
OR11A1_5,NM_001394828.1_5,31574,690872,722445,NT_167247.2
OR11A1_6,NM_001394828.1_6,31563,690974,722536,NT_167248.2
OR11A1_7,NM_001394828.1_7,31570,734515,766084,NT_167249.2
OR11G2,NM_001386033.1,10180,20190896,20201075,NC_000014.9
OR11G2_1,NM_001386033.1_1,10180,393577,403756,NW_025791796.1
OR11H1,NM_001005239.2,948,15528192,15529139,NC_000022.11
OR11H12,NM_001013354.1,981,18601117,18602097,NC_000014.9
OR11H2,NM_001197287.2,948,19712936,19713883,NC_000014.9
OR11H4,NM_001004479.2,5064,20239286,20244349,NC_000014.9
OR11H4_1,NM_001004479.2_1,5064,441967,447030,NW_025791796.1
OR11H6,NM_001004480.1,993,20223710,20224702,NC_000014.9
OR11H6_1,NM_001004480.1_1,993,426391,427383,NW_025791796.1
OR11H7,NR_145509.1,1769,20228981,20230749,NC_000014.9
OR11H7_1,NM_001348273.1,1769,431662,433430,NW_025791796.1
OR11L1,NM_001001959.1,969,247840928,247841896,NC_000001.11
OR12D1,NR_145489.1,1332,29417065,29418396,NC_000006.12
OR12D1_1,NR_145489.1_1,1332,903516,904847,NT_113891.3
OR12D1_2,NM_001348208.2,3992,680444,684435,NT_167245.2
OR12D1_3,NR_145489.1_2,1332,682203,683534,NT_167246.2
OR12D1_4,NR_145489.1_3,1332,682433,683764,NT_167247.2
OR12D1_5,NR_145489.1_4,1332,682537,683868,NT_167248.2
OR12D1_6,NR_145489.1_5,1332,726078,727409,NT_167249.2
OR12D2,NM_013936.4,2378,29395631,29398008,NC_000006.12
OR12D2_1,NM_013936.4_1,2235,882235,884469,NT_113891.3
OR12D2_2,NM_013936.4_2,2235,661283,663517,NT_167245.2
OR12D2_3,NM_013936.4_3,2235,660919,663153,NT_167246.2
OR12D2_4,NM_013936.4_4,2235,661148,663382,NT_167247.2
OR12D2_5,NM_013936.4_5,2235,704779,707013,NT_167249.2
OR12D3,NM_030959.3,1869,29373423,29375291,NC_000006.12
OR12D3_1,NM_030959.3_1,1869,860028,861896,NT_113891.3
OR12D3_2,NM_030959.3_2,1869,639071,640939,NT_167245.2
OR12D3_3,NM_030959.3_3,1869,638713,640581,NT_167246.2
OR12D3_4,NM_030959.3_4,1869,638936,640804,NT_167247.2
OR12D3_5,NM_030959.3_5,1869,682548,684416,NT_167249.2
OR13A1,NM_001004297.3,12959,45302650,45315608,NC_000010.11
OR13A1_1,NM_001004297.3_1,12959,127418,140376,NW_003315935.1
OR13C2,NM_001004481.1,957,104604671,104605627,NC_000009.12
OR13C3,NM_001001961.3,1108,104535749,104536856,NC_000009.12
OR13C4,NM_001001919.1,957,104526253,104527209,NC_000009.12
OR13C5,NM_001004482.1,957,104598457,104599413,NC_000009.12
OR13C8,NM_001004483.1,963,104569168,104570130,NC_000009.12
OR13C9,NM_001001956.1,957,104617248,104618204,NC_000009.12
OR13D1,NM_001004484.2,945,104694518,104695462,NC_000009.12
OR13F1,NM_001004485.1,960,104504263,104505222,NC_000009.12
OR13G1,NM_001005487.2,8928,247670812,247679739,NC_000001.11
OR13H1,NM_001004486.1,927,131544074,131545000,NC_000023.11
OR13J1,NM_001004487.1,939,35869463,35870401,NC_000009.12
OR14A16,NM_001001966.2,9460,247814660,247824119,NC_000001.11
OR14A2,XM_047420193.1,25202,247722957,247748158,NC_000001.11
OR14C36,NM_001001918.1,939,248348775,248349713,NC_000001.11
OR14I1,NM_001004734.4,24629,248678138,248702766,NC_000001.11
OR14I1_1,NM_001004734.4_1,7441,319816,327256,NW_025791755.1
OR14J1,NM_030946.2,11317,29301701,29313017,NC_000006.12
OR14J1_1,NM_030946.2_1,11328,567357,578684,NT_167244.2
OR14J1_2,NM_030946.2_2,11318,788291,799608,NT_113891.3
OR14J1_3,NM_030946.2_3,11328,567334,578661,NT_167245.2
OR14J1_4,NM_030946.2_4,11324,567297,578620,NT_167246.2
OR14J1_5,NM_030946.2_5,11369,567473,578841,NT_167247.2
OR14J1_6,NM_030946.2_6,11328,611124,622451,NT_167249.2
OR14K1,NM_001004732.2,945,247738615,247739559,NC_000001.11
OR14L1,NM_001396106.1,5230,247617143,247622372,NC_000001.11
OR1A1,NM_014565.3,11230,3207667,3218896,NC_000017.11
OR1A2,NM_012352.3,930,3197519,3198448,NC_000017.11
OR1B1,NM_001004450.3,29503,122628125,122657627,NC_000009.12
OR1C1,NM_012353.3,5711,247754846,247760556,NC_000001.11
OR1D2,NM_001386088.1,15939,3088484,3104422,NC_000017.11
OR1D4,NR_145519.1,939,3240676,3241614,NC_000017.11
OR1D5,NM_014566.1,939,3062669,3063607,NC_000017.11
OR1E1,NM_003553.3,1307,3397104,3398410,NC_000017.11
OR1E2,NM_003554.2,972,3432870,3433841,NC_000017.11
OR1F1,NM_001370640.6,18353,3188204,3206556,NC_000016.10
OR1F2P,NR_002169.1,985,3215562,3216546,NC_000016.10
OR1G1,NM_003555.1,942,3126610,3127551,NC_000017.11
OR1I1,NM_001004713.2,10760,15082211,15092970,NC_000019.10
OR1J1,NM_001004451.1,969,122476958,122477926,NC_000009.12
OR1J2,XR_007061271.1,116293,122464135,122580427,NC_000009.12
OR1J4,NM_001004452.1,942,122519141,122520082,NC_000009.12
OR1K1,NM_080859.1,951,122800123,122801073,NC_000009.12
OR1L1,NM_001005236.3,933,122661716,122662648,NC_000009.12
OR1L3,NM_001005234.1,975,122675130,122676104,NC_000009.12
OR1L4,NM_001005235.1,936,122723990,122724925,NC_000009.12
OR1L6,NM_001004453.3,8481,122742303,122750783,NC_000009.12
OR1L8,XM_017014285.2,30685,122546271,122576955,NC_000009.12
OR1M1,NM_001004456.2,8609,9087061,9095669,NC_000019.10
OR1N1,NM_012363.1,936,122526358,122527293,NC_000009.12
OR1N2,NM_001004457.2,1103,122553112,122554214,NC_000009.12
OR1Q1,NM_012364.1,945,122614738,122615682,NC_000009.12
OR1R1P,NM_001396056.1,945,3385930,3386874,NC_000017.11
OR1S1,NM_001004458.4,3365,58212720,58216084,NC_000011.10
OR1S2,NM_001004459.2,939,58203204,58204142,NC_000011.10
OR2A1,XM_047420323.1,10659,144312079,144322737,NC_000007.14
