phosphosite_ID,AZD/DMSO Exp1,AZD/DMSO Exp2,AZD/DMSO Exp3,PLX/DMSO Exp1,PLX/DMSO Exp2,PLX/DMSO Exp3,PLX/AZD Exp1,PLX/AZD Exp2,PLX/AZD Exp3
SF3B1_T(350),0.03660879,0.006908315,-0.2805624,0.08324736,0.008343471,-0.2353821,0.02715413,0.01762146,0.121546
SF3B1_T(354),0.138028,0.07983892,-0.04781554,0.1845977,0.4004287,-0.0692854,0.06004741,0.1601372,-0.001212385
SF3B1_T(432),-0.1789103,,,-0.2175579,,,-0.04361613,,
SF3B1_T(434),0.001586012,0.050452924999999996,-0.23122055,-0.2684344,-0.12857079999999999,-0.24242545,-0.2019578,-0.0280087465,-0.0003420300000000001
SF3B1_T(436),,0.06598585,-0.2828774,,-0.122617,-0.2256663,,-0.008200003,0.05561211
SFT2D3_S(56),-0.1216435,-0.3552207,,-0.138648,-0.2883289,,-0.09232482,0.5468776,
SGPP1_S(101),0.1619522,-0.1274785,-0.05652124,0.1801479,0.3417581,0.05852425,0.04697992,0.4689106,0.1138339
SGPP1_S(112),0.2829734,0.1593708,-0.01709587,0.03562387,0.2065182,-0.09267855,-0.1042476,-0.1700533,-0.05901394
SGPP1_T(114),-0.06582323,0.2080177,-0.02532389,-0.1145662,0.2173549,-0.2298052,0.0,0.1005459,-0.1667941
SGTA_S(301),,-1.740384,,,-1.408474,,,0.4257724,
SGTA_S(305),,-1.733611,-0.7215616,,-1.72268,-2.4762325,,0.033919305000000004,-0.2459756
SGTA_T(303),0.6795139,-0.335936,0.7107489,0.8007446,-0.411724,-0.9920985,0.1237986,-0.10277729499999999,-0.15213905
SGTB_S(295),,0.3330801,0.4707191,,0.8394759,0.2308178,,0.4180413,-0.1901575
SH2B3_S(13),-0.2475254,-0.8463762,-0.3664293,-0.4321041,-0.7658666,-0.332571,-0.1525963,0.04395828,-0.1574153
SH3BP1_S(598),0.4711354,0.4329594,0.9871026,0.3005338,0.8950699,0.9280481,-0.1799722,0.4022448,-0.1165356
SH3BP1_T(626),0.1651723,0.2705888,0.8483175,0.2096405,0.6088092,0.9316074,0.02672926,0.309556,0.2112614
SH3BP5L_S(30),-0.6419188,,-1.215077,-1.180234,,-0.9592899,-0.586016,,0.264116
SH3BP5L_S(49),,1.139993,1.097004,,0.7682478,1.228049,,-0.211386,0.2435472
SH3PXD2B_S(811),,-0.1129115,0.386811,,-0.001096892,0.2439128,,-0.08651203,-0.3013192
SH3RF1_S(735),,1.465243,1.362442,,1.345396,1.434455,,-0.05561214,0.1492593
SH3RF1_S(772),,0.4406334,,,1.187008,,,0.8914286,
SHB_S(388),0.2340108,,,0.03660879,,,-0.1353166,,
SHCBP1_S(42),0.7121115,-0.1008244,0.04865466,0.2886539,0.01977311,0.6430249,-0.5783269,0.07389427,0.2368294
SHCBP1_S(54),0.1938348,0.08106696,-0.6752124,-0.06134539,0.09247811,-0.4519975,-0.1293078,0.02751324,0.1285573
SHROOM2_S(1171),-0.16122360000000002,-0.0555601,,-0.007313649999999977,-0.1746064,,0.21821364999999998,-0.111458995,
SHROOM2_S(1173),-0.37144915,-0.0555601,,-0.199249305,-0.1746064,,0.21335825,-0.111458995,
SHROOM3_S(910),0.1120997,0.1547128,0.1015157,0.3928669,0.5613995,0.06308875,0.4141355,-0.03463827,-0.0654458
SIK1_S(435),-0.5261196,,-1.312975,-1.314984,,-1.456801,-0.5672116,,-0.1809205
SIK2_S(358),-0.4342469,,,0.02304246,,,0.5099491,,
SIK2_S(534),0.4573317,,0.6652109,0.8606052,,0.7460547,0.4055567,,0.08637615
SIK2_S(587),0.1389455,0.2893624,-0.07780217,0.3482324,0.07778991,0.06956466,0.02431962,-0.1544537,0.09909318
SIN3A_S(1112),0.0426443,0.05547326,0.03787417,0.04306451,0.06488286,-0.05593624,-0.01521381,0.01694988,-0.0259994
SIN3A_S(832),-0.1295603,-0.348721,-0.1045733,-0.4025689,0.2475629,0.04865466,-0.3756089,0.3727668,0.03379299
SIN3A_S(938),0.02899346,0.04180368,-0.01417899,0.06832678,0.06818932,-0.1354592,0.03407487,0.01975529,-0.1222086
SIN3A_S(940),-0.002758141,-0.1591541,0.1342209,0.1787464,-0.12699,0.1184926,0.1496496,-0.08759861,-0.03358432
SIPA1L2_S(148),-0.3066625,-0.1326728,-0.05464699,-0.3517187,-0.2701384,-0.2156803,-0.1079587,0.01167514,-0.1937667
SIPA1L2_S(194),0.02375215,0.0244615,0.5100505,0.02034214,0.1806571,0.100574,0.0311129,0.1496006,-0.4747129
SIPA1L2_S(379),0.4669664,0.400975,0.5609685,0.5949307,0.6429325,0.43263741,-0.08182754,0.1869022,-0.17320483
SIPA1L3_S(1144),1.069427,-0.07888366,,0.976217,0.2937236,,-0.6634195,0.4283718,
SIPA1L3_S(1364),-0.2555805,-0.06466092,0.4404207,0.000144286,-0.300555,0.5005982,0.2519311,-0.1260477,0.07819984
SIPA1L3_S(146),0.1280294,0.04795711,0.0542234,0.4938523,-0.08632359,-0.2489305,0.4738389,0.06096898,-0.3097885
SIPA1L3_S(401),-0.1163948,-0.09949449,0.2861715,-0.04736822,0.0416635,0.2189671,-0.01004722,0.1215808,0.001442041
SIPA1L3_T(296),,0.02517066,-0.006956071,,-0.1241099,-0.3316085,,-0.09098884,-0.2149936
SKAP2_S(6),,-1.951987,-4.265622,,-2.999885,-4.165868,,-1.061914,0.1432628
SLAIN2_S(179),0.1878943,0.4873835,0.03337007,0.6005552,1.207955,0.2657969,0.4007565,0.3696505,0.2176029
SLAIN2_S(456),0.4491124,0.3793991,,0.8519988,0.03492,,0.2485348,-0.3591837,
SLAIN2_S(48),0.2433034,,-0.1080054,0.6079575,,0.3085939,0.3917678,,0.4205094
SLAIN2_S(63),0.02417773,0.09990108,0.2784607,0.1889072,0.5753123,0.4768483,0.1106305,0.4828755,0.1356662
SLAIN2_S(87),-0.5109092,1.576087,-0.615287,-0.2532573,1.16337,-0.5582616,0.2173549,-0.1276332,0.03492
SLC15A4_S(298),0.1300083,-0.002960535,-0.1180535,-0.02274209,0.1926992,-0.1022794,-0.2286215,0.2150103,-0.09307858
SLC15A4_S(4),0.2168583,0.0533895,0.3161457,-0.0301036,0.3416442,-0.08658398,0.3516284,0.2764502,-0.3740189
SLC16A1_S(461),-0.05250592,-0.1468986,-0.1712059,-0.03583058,-0.4155184,-0.2216905,0.02602103,-0.03646807,0.0
SLC16A1_S(467),0.08583257,0.3834969,0.1027253,0.08637615,0.5135918,0.1112984,0.2127561,0.2320401,0.0247452
SLC16A1_T(466),0.06846439,0.02005774,-0.1171614,0.2866446,0.2032638,0.1335635,0.07477944,-0.01421243,0.1210154
SLC16A3_S(436),-0.1390452,-0.1189306,-0.1378859,0.003889986,-0.1250221,0.001297885,0.1859933,0.06594396,0.003170453
SLC1A5_S(9),0.2108876,0.3098746,0.06529664,0.4285713,0.09801521,0.2894804,0.1384213,-0.151729,0.1890338
SLC20A1_S(265),-0.03612038,0.050566454999999996,-0.083806455,-0.028910949999999998,0.016844704999999998,-0.108615885,0.004576995,0.020915009999999998,0.046502878
SLC20A1_S(267),,-0.3574556,0.3221589,,-0.02498622,0.1909309,,0.2717398,-0.1410006
SLC20A1_S(269),-0.027027675,0.063984665,-0.087809605,-0.06726593,-0.0727355,-0.148596635,-0.08866666000000001,-0.156869335,0.016145483000000002
SLC20A1_S(288),0.5775376,3.094557,,1.168835,0.5810137,,0.6334777,-2.555227,
SLC20A1_S(299),-0.04226364,-0.1383621,,0.06639916,-0.03448537,,0.1633699,0.4692101,
SLC20A1_S(417),,0.04614182,0.4293214,,-0.01579713,0.4819189,,-0.1218111,0.1377659
SLC20A2_S(256),,0.2378085,-0.02657239,,-0.06763636,0.4047941,,-0.3155663,0.1024567
SLC20A2_S(259),,0.2378085,-0.02657239,,-0.06763636,0.4047941,,-0.3155663,0.1024567
SLC20A2_S(268),-1.399159,-1.281772,-1.438738,-1.189549,-1.404573,-1.239226,0.177854,-0.2035144,0.2028879
SLC20A2_S(324),,-2.093448,-1.709623,,-1.453874,-2.631377,,0.7965607,-0.9125643
SLC20A2_S(385),-0.5504017,-0.2787586,-0.5056356,-0.5604088,-1.137267,-0.4904562,-0.04881508,-0.3149865,0.1327743
SLC20A2_S(422),-0.7734915,-0.246772,0.08501676,-0.293412,-0.4039044,0.292075,0.5463635,-0.4130525,-0.04236769
SLC25A32_T(12),-0.4090483,0.03660879,-0.2792313,0.2988929,-0.1349205,0.2464689,0.6283537,-0.3419858,0.5224576
SLC25A32_T(6),-0.4090483,0.03660879,-0.2792313,0.2988929,-0.1349205,0.2464689,0.6283537,-0.3419858,0.5224576
SLC2A3_S(485),-0.02126257,-0.06592891,0.171463,0.7296181,0.2030132,0.6188964,0.7384652,0.2993295,0.3257317
SLC30A1_S(466),,0.07915612,,,0.07382025,,,-0.0945064,
SLC30A1_S(468),,0.03984026,0.03689012,,0.5340616,0.1356662,,0.5898543,0.1458731
SLC30A1_S(506),0.3213509,0.4058835,,0.2199584,0.2613503,,-0.1705401,-0.08909126,
SLC30A1_T(462),0.3212354,,0.4652954,0.7885187,,-0.09392525,0.04432424,,-0.2180109
SLC4A1AP_S(466),-0.02080877,-0.6481455,-1.226578,-0.1510897,-0.6539224,-1.441047,-0.1938327,0.01584089,-0.2290441
SLC4A1AP_S(712),0.08460858,-0.1824422,-0.4935402,-0.3266426,0.1289532,-0.1395695,-0.1067,0.08905246,0.1788739
SLC4A1AP_S(82),0.001586012,0.08147596,0.07505342,0.06763869,0.05880134,0.06129241,0.04697992,0.009190312,0.1070183
SLC6A8_T(42),,-0.4235069,-0.4552772,,-0.5651183,-0.6371318,,-0.05422336,-0.1843262
SLC7A5_S(31),-0.2058961,-0.1108069,-0.2414239,-0.09768709,-0.3787006,-0.2319385,-0.01667252,-0.2815499,-0.02324046
SLC7A5_S(35),-0.09215561,0.1162316,-0.4939465,0.1222089,-0.1011648,-0.2875715,0.2267551,-0.002594454,0.08079411
SLC7A6OS_S(16),-0.4386983,-0.2884522,-0.4920177,-0.3602307,-0.5867309,-0.3191535,0.0446039,-0.4059924,0.06557227
SLFN12_S(416),0.686254,,,0.6483734,,,0.000865329,,
SLU7_S(215),0.4140272,0.09612688,0.6793337,0.1983684,0.07148806,0.05907837,-0.1695012,-0.05810873,-0.4201826
SLX4IP_S(213),0.7366482,-0.0727255,-0.2017586,0.4015212,0.001442041,-0.2102457,-0.7813552,0.1922659,-0.008740267
SLX4_S(201),-0.006144506,,,-0.01283923,,,-0.04039304,,
SLX4_S(228),-1.049965,,-0.8397253,-1.323191,,-0.7596245,-0.5440981,,0.0116388
SLX4_S(287),0.09166604,-0.1251322,0.5260689,0.1863738,0.3066122,0.334797,0.05575094,0.510005,-0.2660557
SMAD3_T(8),0.2143735,0.0766959,0.1554903,0.1499097,0.1558787,0.12075,-0.07649324,0.07850266,-0.01403328
SMARCA5_S(66),,0.02460336,0.153935,,0.236462,-0.01671636,,,-0.238119
SMARCC1_S(310),-0.06556656,-0.001010236,-0.07378799,-0.1249906,0.1009776,-0.03889532,-0.001111264,0.006825642,0.03562387
SMARCC1_S(328),-0.2098785,-0.14319459,-0.003452207,0.02105333,-0.037736245,0.123931,0.1777266,0.11771552499999999,0.08963377
SMARCC1_S(330),-0.2118823,0.09139519,0.01592577,0.1125,0.03012422,0.1305355,0.2276179,-0.06777632,0.08583257
SMARCC1_S(357),-0.6794114,1.608998,-0.7486262,-0.6410412,-1.465301,2.631361,0.04404436,-3.110463,3.34426
SMARCC1_S(395),,0.1055439,0.0699771,,0.1844707,-0.02892556,,-0.03308826,-0.1192596
SMARCC1_S(573),-0.173661,-0.1096234,-0.2447535,-0.1381399,-0.2000341,-0.1565146,0.0425042,-0.1092937,0.07546414
SMARCC1_S(822),-0.2190684,-0.4719088,,0.1179609,-1.042249,,0.2717842,-0.01777946,
SMARCC1_T(335),-0.07761949,,,-0.03107609,,,0.01649632,,
SMARCC1_T(398),-0.06438935,0.2283569,0.0699771,0.1095611,0.01035019,-0.02892556,0.1933301,-0.2293417,-0.1192596
SMARCC2_T(548),,-0.3946764,-0.229636,,-0.5102926,-0.4819081,,0.04275399,-0.1838181
SMC1A_S(957),-0.2066451,-0.2727853,0.3447149,0.0,0.319618,0.03337007,-0.0660497,0.4265285,-0.1837034
SMC3_S(1067),-0.0804845,-0.2298222,-0.05769195,-0.1101371,-0.09409458,-0.01746087,-0.1046818,0.1214708,0.1499097
SMC3_S(1081),,,0.3257317,,,0.1368475,,,-0.2238454
SMC5_S(35),-0.1576084,-0.05550132,-0.1714172,-0.04360133,-0.4753145,0.03927886,0.0207689,-0.5087329,0.1650436
SMG5_S(523),-0.1839,-0.1157069,,0.1523782,0.0275787,,-0.1417165,0.01722725,
SMG6_S(203),,-0.07222484,-0.0128538,,-0.4010251,0.01891905,,-0.4133774,0.05935536
SMG6_T(479),-1.450479,,-1.724945,-1.170264,,-1.247217,0.2880631,,0.4617381
SMIM13_S(58),-0.04893446,-0.007026798333333331,-0.11725547666666665,-0.06666908,-0.09459553666666669,-0.18910314333333333,-0.112506,0.05558938333333333,0.0436174
SMIM13_S(60),0.52753854,0.016486491666666662,-0.2466351,0.28788188000000003,-0.05167114666666667,-0.3913989,0.24035772,-0.05726406666666667,0.04474379
SMNDC1_S(201),0.1843437,0.356031,0.3691593,0.4429701,0.3852654,0.4980466,0.2281107,0.01639532,0.09274875
SNAI1_S(90),,,-1.35986,,,-1.371049,,,-0.04827792
SNAI1_S(92),,-1.218363,,,-1.376695,,,-0.4243847,
SNAI2_S(107),0.982437,1.140059,0.9809757,1.185867,1.265857,0.5162169,0.3865902,-0.009347203,-0.4992183
SNAI2_S(87),0.8611614,0.9999279,0.9730602,0.9729867,0.9122666,0.9676113,0.1082234,-0.08814157,0.04334458
SNAP29_S(77),0.9468057,0.9880484,1.062881,0.8993304,1.044744,0.6958157,-0.1699557,-0.09531687,-0.4570388
SNAPC4_S(1224),,0.120352,-0.3359724,,0.06667474,0.04990952,,-0.6590112,0.498353
SNAPC4_S(599),-0.2215896,0.177599,,0.04376442,-0.5204797,,0.1810389,-0.5435948,
SNAPC4_S(626),0.5546379,0.1591125,0.3813941,0.4213715,0.444667,0.4397827,-0.1588803,0.175273,0.108491
SNAPC4_S(68),0.2684343,0.0439044,0.2884176,0.1833276,-0.1652564,0.1210154,-0.2586495,-0.0246034,-0.1855398
SNAPIN_S(133),0.111432,0.07203723,0.01249718,0.002450562,-0.01528672,0.02019986,0.03646811,-0.03266511,0.01292609
SNAPIN_T(14),0.2338881,0.1847246,0.02687089,0.08746284,0.2035144,0.05533457,-0.1388228,-0.02105332,-0.0349583
SND1_S(11),,,-0.09146371,,,0.06433112,,,0.1199537
SND1_S(150),-0.04364591,0.1909309,-0.2736919,0.05727703,-0.303739,-0.1094366,0.1268407,-0.3813941,-0.005449229
SND1_S(426),-0.008551593,-0.116911,-0.08059125,-0.1364421,-0.007086551,-0.1355067,-0.0889911,0.07905128,-0.06089378
SND1_S(645),0.01249718,-0.3452345,-0.05659618,-0.4616407,-0.4007393,-0.4187934,-0.4153261,0.01508253,-0.1958968
SND1_S(781),-0.2462415,2.080828,-0.656831,-0.3031515,-0.6727955,-0.9963977,-0.4322403,-2.775325,-0.2764851
SND1_S(909),0.2783417,0.1248574,0.2013829,-0.07912745,0.1465249,0.5133896,-0.3881289,0.05455712,0.2102642
SND1_T(240),-0.9041432,-0.2506631,-0.3191535,-0.2268138,-0.2587186,-0.3621765,0.641176,-0.1889072,-0.01148615
SNIP1_S(202),0.6783423,,-0.2817194,0.4419084,,0.2917214,-0.05784214,,0.2638758
SNIP1_S(35),-0.03547572,0.04096256,-0.09029604,0.000288558,-0.03330375,-0.01841033,-0.03568267,-0.09477644,0.1558787
SNIP1_S(394),-0.4342469,-0.1778491,-0.2896861,-0.3218019,-0.0493076,-0.2628844,0.01464098,0.2174404,0.004321636
SNIP1_S(49),-0.10986357000000001,-0.027009483333333334,-0.06301725,-0.110455825,-0.27967036666666667,-0.09879906,-0.039175600000000005,-0.16734531666666666,0.001442041
SNIP1_S(52),-0.093662805,0.11129310333333332,-0.10422967,-0.06790224,-0.16006758333333335,-0.01189368,0.13969294999999998,-0.15781809,0.1520417
SNIP1_S(54),-0.1103707,0.19956635,-0.1624606,0.002882472,-0.20154587,-0.056485335000000005,-0.1598309,-0.2052169,0.10617694999999999
SNN_S(49),-0.006274913,0.143524,0.1158324,0.1392075,-0.02110149,0.1610493,0.044464,-0.1120997,-0.02588191
SNRNP48_S(283),-0.1605563,,,-0.4897267,,,-0.4194686,,
SNTB1_S(389),0.05838585,-0.04751734,-0.02799853,-0.06490241,0.2944296,-0.004580627,-0.1993382,0.1879372,-0.05353862
SNTB1_T(400),-0.02738089,,,0.0265876,,,0.05436236,,
SNTB2_S(393),-0.3278553,-0.3047901,0.01991543,-0.2149433,-0.1649167,0.09828482,0.04096256,0.1248019,0.01963077
SNTB2_S(395),0.07382025,0.2568899,0.2077679,-0.0279397,-0.1724086,0.2764371,-0.1442814,-0.5543433,-0.03594889
SNX15_S(227),-0.06880108,-0.09072609,-0.07101201,-0.1901411,0.03026536,0.03012422,-0.1310288,0.07737578,0.05810868
SNX30_S(40),,-0.6490728,-0.6444874,,-0.8874466,-0.5606003,,-0.110096,0.04096256
SNX30_S(48),-0.7782095,-0.3320988,,-0.9064398,-0.4760969,,-0.1505611,-0.2335199,
SNX30_S(67),-0.05283511,-0.01902423,0.1499097,0.1678717,-0.07336286,0.01135251,0.3836075,-0.0371714,-0.09215561
SOCS5_S(57),,,-0.5914838,,,-0.6067376,,,-0.3260456
SOCS6_S(311),-1.777739,-1.784085,-1.371758,-1.824086,-1.631913,-1.354723,0.002018352,0.1638981,0.1323794
SOWAHC_S(149),-0.05539642,,,-0.4863476,,,-0.6016497,,
SOWAHC_S(213),0.5984604,0.4158668,0.827819,0.2839217,0.4342412,0.5561105,-0.4622368,0.09720866,-0.02102828
SOWAHC_S(513),,-1.986559,-1.919643,,-2.266247,-1.942806,,0.1101683,-0.05166824
SOX10_S(346),,-0.1932223,-1.08614,,-0.3931788,-0.3212069,,-0.168257,0.7624764
SOX10_S(449),,,-0.02322578,,,0.1234014,,,0.1418251
SOX13_S(310),0.1729995,0.1972363,0.2693923,0.1519886,0.2891262,0.1966071,-0.0210576,0.1205451,-0.08751875
SOX13_S(335),0.167101,-0.03694025,0.217479,0.07395734,0.145221,0.02998291,0.01120934,0.179237,-0.3069302
SOX13_S(386),0.1676149,-0.09890718,0.1360601,0.05297228,0.1918153,0.1416943,-0.1783388,0.05172822,-0.3035254
SOX8_S(184),0.3679302,0.02105333,-0.01911189,0.2078928,0.338567,-0.1707836,-0.4099106,0.2124673,-0.02817503
SOX8_S(186),0.3679302,0.02105333,-0.01911189,0.2078928,0.338567,-0.1707836,-0.4099106,0.2124673,-0.02817503
SOX8_S(188),0.3679302,0.02105333,-0.01911189,0.2078928,0.338567,-0.1707836,-0.4099106,0.2124673,-0.02817503
SOX8_S(344),0.223299,-0.1505771,0.2871176,-0.1404916,-0.2119826,0.07354603,-0.2243173,0.07688897,-0.1612499
SP9_S(440),0.1732553,,,0.221444,,,0.001586012,,
SPAG1_S(423),,0.1944653,-0.8257725,,0.0889556,-0.7863727,,-0.1769609,-0.02994152
SPART_S(102),,,0.3135941,,,0.1853591,,,-0.2386126
SPART_S(470),,,0.7139598,,,0.6282603,,,0.02190613
SPART_T(101),0.25181,0.28889,,0.1474369,0.23842,,-0.2894569,-0.4295355,
SPATA2L_S(332),-0.6166579,0.2132539,0.08976937,-0.4256756,0.1346153,0.1767058,0.1634987,0.03584534,-0.13174
SPEN_S(1006),0.2096405,-0.004768783,0.01049345,0.1465249,-0.08375268,0.05325044,-0.01947739,0.03886558,0.04753833
SPEN_S(1222),-0.1118978,-0.12699,-0.009567836,-0.1979309,0.01378388,0.07189995,-0.1357286,-0.01735181,0.1322477
SPEN_S(1268),-1.01652975,-1.06065,-1.25595,-1.3029092,-0.89775505,-1.34753,-0.199288095,0.007091199999999992,-0.13752355
SPEN_S(1278),-0.4013196,-0.39633735000000003,-0.35835740000000005,-0.7246861,-0.22899264999999996,-0.38310354999999996,-0.17831179,0.096825315,-0.08706438999999999
SPEN_S(1380),0.03871708,0.39130285,0.17093015,0.03322923,-0.36170369999999996,-0.0582082,-0.04319989,-0.71417878,-0.293846355
SPEN_S(1382),0.03871708,1.081953,0.2431666,0.03322923,-0.2534981,-0.03125815,-0.04319989,-1.343749,-0.3661812
SPEN_S(1918),-0.06954274,,,-0.1324672,,,-0.1318823,,
SPEN_S(2101),0.1619522,0.4003193,0.01535482,0.06460693,0.02417773,0.01834928,-0.08877627,-0.3300994,-0.03094351
SPEN_S(2120),0.02375215,-0.06787835,0.1288213,0.2225573,0.2606279,-0.02368035,0.2075181,0.3307737,-0.1891868
SPEN_S(2126),0.105678,0.03773361,0.1759396,0.165301,0.02616273,0.2542312,-0.01106452,0.09334034,0.1509495
SPEN_S(2452),,-0.2459163,-0.05923934,,-0.1893841,-0.2416627,,0.07947811,-0.203884
SPEN_S(2481),-0.018612955,0.048724289999999996,-0.029076399500000003,-0.0734793905,0.06544513,-0.029535595,-0.058111528,0.0037067650000000008,-0.07721799
SPEN_S(2493),0.01406952,0.07244104050000001,-0.04835252,-0.06762131,0.14031987499999998,-0.1191186,-0.09298632,0.060416485000000006,-0.09491098
SPEN_S(3433),0.3276874,0.1852322,0.258338,0.08460858,0.1664584,0.2859348,-0.3203781,-0.1978653,-0.05395794
SPEN_S(736),0.01434415,-0.13616945,0.03068919,-0.046453575,-0.025119593500000002,-0.06960329,-0.1483712,0.12227581000000001,-0.004508252
SPEN_S(740),-0.2071613,-0.0106139,0.03068919,-0.01492228,0.003314423,-0.06960329,0.0311129,0.02550002,-0.004508252
SPEN_S(749),0.1206174,,-0.1225541,0.01706665,,-0.2588394,-0.1058769,,-0.1219731
SPEN_T(1826),,0.1704378,-0.07245241,,0.2000021,0.08488071,,-0.1717192,0.2946649
SPEN_T(1947),0.2428159,0.2715452,0.2348692,0.2595437,0.4962067,0.2709474,0.112233,0.2506116,0.03520166
SPEN_T(2421),0.02375215,0.2299569,0.06571014,0.1051417,0.1570437,0.09031146,0.002450562,0.01487845,-0.08182754
SPEN_T(2460),,,-0.1061253,,,-0.3069479,,,-0.2810006
SPEN_T(2496),,-0.0296175,,,-0.01216986,,,0.03032447,
SPEN_T(838),-0.03268384,0.4158668,,0.05602856,0.05575094,,-0.5182464,-0.2136273,
SPICE1_S(760),-0.4793313,-0.4415952,-1.21846565,-0.4425556,-0.5456767,-1.1564668999999999,0.04278438,-0.2833291,0.046428215
SPICE1_S(764),,,-1.919697,,,-1.948586,,,-0.01295567
SPIN1_S(124),0.3145225,0.2611096,,0.3087104,0.3963788,,-0.07296826,0.1079121,
SPIN1_S(199),,0.1614362,-0.09958717,,0.09949727,-0.5337018,,0.07956942,-0.4750737
SPIN3_S(195),-0.1876414,-0.1008554,-0.01337794,0.249506,-0.1652079,-0.03606721,0.09491159,-0.2070182,0.1095611
SPINDOC_S(148),-0.1364262,-0.0151701,0.1668439,-0.08040822,-0.02711624,-0.0337763,0.01663897,0.02340175,-0.1659361
SPINDOC_S(152),-0.1364262,-0.05337389,-0.05431738,-0.08040822,0.02119536,-0.5789087,0.01663897,0.1041545,-0.1595891
SPINDOC_S(308),-0.0471595,0.05213766,-0.02638136,0.08406419,-0.03686623,0.1764505,0.144699,-0.07901972,0.1281614
SPINDOC_T(49),-0.00311961,0.08732703,-0.1728801,0.05394543,-0.1737424,-0.04838241,0.08433641,-0.1609202,0.1078218
SPPL2B_S(550),-0.3203961,0.177599,-0.08051496,-0.2903564,-0.4478787,0.3256167,0.04990952,-0.5945486,0.07093885
SPRED1_S(238),-1.186262,-1.120263,-1.684318,-1.135301,-1.445676,-1.295199,0.09599187,-0.2859348,0.2409859
SPRY2_S(138),0.2018848,-0.06077341,0.2055176,-0.3678434,-0.2532229,0.1842168,-0.2276752,-0.2080177,-0.1529171
SPRY2_S(139),0.2215678,,-0.02266944,0.08460858,,0.280360465,-0.1213138,,0.2794503
SPRY2_T(17),0.2773897,,,0.8011586,,,0.3846025,,
SPRY4_S(125),-0.1705564,-0.261068,-0.144696,-0.3443002,-0.2442065,-0.1979475,-0.2148763,0.0318871,-0.07824376
SPRY4_S(98),0.4161913,-0.9597108,,-0.1020162,-0.8786132,,-0.4235069,0.04291744,
SPR_S(103),0.3018217,0.08854871,0.2367069,0.09031146,0.1160985,0.07313477,-0.06496277,-0.07477944,0.08515262
SPTBN1_S(2160),0.1184926,0.3116193,0.1257833,0.5152079,0.08256635,0.1094274,0.4089292,-0.2294648,0.06529664
SPTBN1_S(2161),0.1600167,0.4270697,-0.02120402,0.1681285,0.1811662,0.1228714,-0.02410569,-0.1558787,0.111165
SPTBN1_S(2164),0.1165631,0.23809625,-0.0667508665,0.45863760000000003,0.118704375,0.0410447,0.28466654999999996,-0.09135043000000001,0.152491805
SPTBN1_S(2165),0.11425969333333334,0.17811691000000004,0.038083421,0.243014455,0.0032384433333333316,0.0034381486666666683,0.09498473866666667,-0.10652785999999999,0.016637183333333333
SPTBN1_S(2169),-0.027314895,-0.09397380933333332,0.12080014,0.12841444,-0.05859263333333334,0.1272602,0.114753965,-0.06073655666666666,0.079468515
SPTBN1_S(2316),,-0.4191792,0.4463621,,0.1998764,0.9729132,,0.1459724,0.4093637
SPTBN1_S(2319),-0.09077875000000002,0.67798265,,0.033563684999999996,1.47568795,,0.337592401,0.9653281,
SPTBN1_S(2341),0.13666641,0.4370147,0.6721952999999999,0.27822025,0.6155104,1.00668085,0.16991327500000003,0.122617,0.065615655
SPTBN1_S(2358),0.6571827,0.1402552,-0.06460057,0.1709506,0.1443075,-0.1848017,-0.3388524,-0.2853431,-0.2938364
SPTBN1_T(2159),0.1184926,0.3116193,0.111011345,0.5152079,0.08256635,0.075645145,0.4089292,-0.2752454,0.049097527499999995
SPTBN1_T(2320),-1.2577524000000002,0.04671594999999999,0.4595289,-0.568996835,0.7603410205,0.77120215,0.47343405,0.6065072,0.29679025000000003
SPTBN1_T(2328),0.31143035,0.72639475,0.32203004999999996,0.1572033,0.6788833,0.27779299999999996,-0.192296525,-0.045402229999999995,-0.106615245
SRA1_S(60),,,0.5151069,,,0.6662112,,,0.08338356
SRA1_S(69),1.281787,0.04502354,0.2286032,0.1691554,0.2022611,0.1129003,-1.07628,0.1793023,-0.1656286
SRA1_S(87),,-0.254169,-0.5683663,,-0.2693383,-0.7418791,,,-0.292811
SRFBP1_S(203),-0.06836236,0.02630426,0.3124328,0.1631122,-0.03566794,0.006333955,0.1182268,-0.06584799,-0.06830177
SRFBP1_S(264),0.04642113,0.05450115,0.1691554,0.08515262,0.05907837,0.1672295,0.08229379,-0.01035015,0.06818932
SRFBP1_T(221),0.3382247,0.5317683,,0.01406952,0.9514386,,-0.234618,0.3838493,
SRPRB_S(112),-0.2856533,0.3315905,-0.2989745,-0.0201649,0.2594232,-0.2373195,0.1269729,-0.05325048,-0.124503
SRRM2_S(2044),0.2062681,0.005040595,0.2065182,0.1821838,-0.0141644,0.05658348,-0.03337759,-0.003602285,-0.1406028
SRRM2_S(2046),0.2062681,0.005040595,0.2065182,0.1821838,-0.0141644,0.05658348,-0.03337759,-0.003602285,-0.1406028
SRRM2_S(2067),0.09788039,0.05394543,-0.02354836,0.1703097,0.1386835,0.04096256,-0.05280514,0.1265805,-0.05075641
SRRM2_S(2071),0.09788039,0.05394543,-0.02354836,0.1703097,0.1386835,0.04096256,-0.05280514,0.1265805,-0.05075641
SRRM2_S(2102),0.3451693,,,0.4059924,,,-0.04201112,,
